date,trade_count,baseline_pnl,policy_pnl,delta_pnl
2026-04-13,25,30575.000000000044,30025.00000000009,-549.9999999999527
2026-04-15,16,24000.0,31974.999999999993,7974.999999999993
2026-04-16,32,40574.999999999985,65725.0,25150.000000000015
2026-04-17,16,27274.999999999978,19400.000000000033,-7874.999999999945
2026-04-20,19,22774.999999999978,28274.999999999978,5500.0
2026-04-21,12,16324.999999999989,24949.99999999999,8625.0
2026-04-22,16,24849.999999999993,26200.00000000002,1350.0000000000255
2026-04-23,18,26275.000000000022,29925.000000000025,3650.0000000000036
2026-04-24,20,25200.000000000044,40425.000000000015,15224.99999999997
