date,trade_count,baseline_pnl,policy_pnl,delta_pnl
2026-04-13,25,30575.000000000044,39100.00000000008,8525.000000000036
2026-04-15,16,24000.0,30800.00000000001,6800.000000000011
2026-04-16,32,40574.999999999985,60049.999999999985,19475.0
2026-04-17,16,27274.999999999978,21525.000000000033,-5749.999999999945
2026-04-20,19,22774.999999999978,21975.000000000022,-799.9999999999563
2026-04-21,12,16324.999999999989,20949.99999999999,4625.0
2026-04-22,16,24849.999999999993,26325.00000000002,1475.0000000000255
2026-04-23,18,26275.000000000022,23925.000000000025,-2349.9999999999964
2026-04-24,20,25200.000000000044,42425.000000000015,17224.99999999997
