entry_hour,trades,win_rate,avg_pnl,median_pnl,net_pnl,avg_holding_seconds,avg_max_drawdown,avg_max_runup,early_failure_rate
9,30,1.0,2655.999999999998,2250.0,79679.99999999994,20.129398533333333,6.2633333333333345,4.998333333333333,0.13333333333333333
10,41,0.9512195121951219,-3554.3658536585367,2640.0,-145729.0,59.09332843902439,15.843902439024388,4.629268292682931,0.12195121951219512
11,36,0.9722222222222222,2363.0000000000014,2760.0,85068.00000000004,190.4401013611111,13.313888888888888,4.988888888888892,0.1388888888888889
12,29,0.9655172413793104,-8034.965517241383,1620.0,-233014.00000000012,133.5509179310345,14.144827586206898,4.605172413793096,0.13793103448275862
13,26,0.9230769230769231,1925.269230769233,1530.0,50057.00000000006,40.56143584615385,6.8000000000000025,4.632692307692309,0.07692307692307693
14,26,0.8461538461538461,-2119.1153846153848,3150.0,-55097.0,81.82844142307691,13.671153846153853,4.417307692307693,0.19230769230769232
15,5,1.0,3084.0,1500.0,15420.0,100.4370012,8.700000000000022,4.170000000000011,0.0
