rule_id,trade_id,entry_time,signal_kind,baseline_exit_reason,simulated_exit_reason,baseline_exit_time,simulated_exit_time,baseline_pnl,simulated_pnl,pnl_delta,modified,baseline_holding_seconds,simulated_holding_seconds,improved_large_loser,winner_prematurely_killed,winner_flipped_to_loss
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631278100CE|2026-03-11T09:20:53.143312,2026-03-11 09:20:53.143312,,TARGET_HIT,TARGET_HIT,2026-03-11 09:21:44.502620,2026-03-11 09:21:44.502620,1500.0,1500.0,0.0,False,51.359308,51.359308,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631278300PE|2026-03-11T09:25:20.385525,2026-03-11 09:25:20.385525,,TARGET_HIT,TARGET_HIT,2026-03-11 09:26:22.144072,2026-03-11 09:26:22.144072,1500.0,1500.0,0.0,False,61.758547,61.758547,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631278300PE|2026-03-11T09:30:07.549927,2026-03-11 09:30:07.549927,,TARGET_HIT,TARGET_HIT,2026-03-11 09:30:22.471764,2026-03-11 09:30:22.471764,1500.0,1500.0,0.0,False,14.921837,14.921837,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631278200PE|2026-03-11T09:35:11.223949,2026-03-11 09:35:11.223949,,TARGET_HIT,TARGET_HIT,2026-03-11 09:35:13.365713,2026-03-11 09:35:13.365713,1500.0,1500.0,0.0,False,2.141764,2.1417640000000002,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631278100PE|2026-03-11T09:40:05.921619,2026-03-11 09:40:05.921619,,TARGET_HIT,TARGET_HIT,2026-03-11 09:40:20.989658,2026-03-11 09:40:20.989658,1500.0,1500.0,0.0,False,15.068039,15.068039,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631278100PE|2026-03-11T09:45:19.230539,2026-03-11 09:45:19.230539,,TARGET_HIT,TARGET_HIT,2026-03-11 09:46:21.393056,2026-03-11 09:46:21.393056,1500.0,1500.0,0.0,False,62.162517,62.162517,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277800CE|2026-03-11T09:50:24.792859,2026-03-11 09:50:24.792859,,TARGET_HIT,TARGET_HIT,2026-03-11 09:50:29.087088,2026-03-11 09:50:29.087088,1500.0,1500.0,0.0,False,4.294229,4.294229,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631278000PE|2026-03-11T09:55:12.212807,2026-03-11 09:55:12.212807,,TARGET_HIT,TARGET_HIT,2026-03-11 09:55:16.471110,2026-03-11 09:55:16.471110,1500.0,1500.0,0.0,False,4.258303,4.258303,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277600CE|2026-03-11T10:00:36.751821,2026-03-11 10:00:36.751821,,TARGET_HIT,TARGET_HIT,2026-03-11 10:03:02.194501,2026-03-11 10:03:02.194501,1500.0,1500.0,0.0,False,145.44268,145.44268,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277900PE|2026-03-11T10:10:09.920505,2026-03-11 10:10:09.920505,,TARGET_HIT,TARGET_HIT,2026-03-11 10:10:18.520599,2026-03-11 10:10:18.520599,1500.0,1500.0,0.0,False,8.600094,8.600094,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277500CE|2026-03-11T10:17:29.561521,2026-03-11 10:17:29.561521,,TARGET_HIT,TARGET_HIT,2026-03-11 10:17:35.975750,2026-03-11 10:17:35.975750,1500.0,1500.0,0.0,False,6.414229,6.414229,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277900PE|2026-03-11T10:25:52.002150,2026-03-11 10:25:52.002150,,TARGET_HIT,TARGET_HIT,2026-03-11 10:27:56.282006,2026-03-11 10:27:56.282006,1500.0,1500.0,0.0,False,124.279856,124.279856,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277900PE|2026-03-11T10:34:18.472276,2026-03-11 10:34:18.472276,,TARGET_HIT,TARGET_HIT,2026-03-11 10:35:20.793735,2026-03-11 10:35:20.793735,1500.0,1500.0,0.0,False,62.321459,62.321459,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277800PE|2026-03-11T10:40:02.820623,2026-03-11 10:40:02.820623,,TARGET_HIT,TARGET_HIT,2026-03-11 10:40:07.086401,2026-03-11 10:40:07.086401,1500.0,1500.0,0.0,False,4.265778,4.265778,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277700PE|2026-03-11T10:45:04.740529,2026-03-11 10:45:04.740529,,TARGET_HIT,TARGET_HIT,2026-03-11 10:45:09.144538,2026-03-11 10:45:09.144538,1500.0,1500.0,0.0,False,4.404009,4.404009,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400CE|2026-03-11T10:50:53.812524,2026-03-11 10:50:53.812524,,TARGET_HIT,TARGET_HIT,2026-03-11 10:50:58.201942,2026-03-11 10:50:58.201942,1500.0,1500.0,0.0,False,4.389418,4.389418,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400CE|2026-03-11T11:03:17.263803,2026-03-11 11:03:17.263803,,TARGET_HIT,TARGET_HIT,2026-03-11 11:03:19.435824,2026-03-11 11:03:19.435824,1500.0,1500.0,0.0,False,2.172021,2.172021,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400CE|2026-03-11T11:05:56.789482,2026-03-11 11:05:56.789482,,TARGET_HIT,TARGET_HIT,2026-03-11 11:06:03.305082,2026-03-11 11:06:03.305082,1500.0,1500.0,0.0,False,6.5156,6.5156,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277800PE|2026-03-11T11:10:11.157991,2026-03-11 11:10:11.157991,,TARGET_HIT,TARGET_HIT,2026-03-11 11:11:26.661097,2026-03-11 11:11:26.661097,1500.0,1500.0,0.0,False,75.503106,75.503106,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277700PE|2026-03-11T11:15:18.887657,2026-03-11 11:15:18.887657,,TARGET_HIT,TARGET_HIT,2026-03-11 11:16:05.565240,2026-03-11 11:16:05.565240,1500.0,1500.0,0.0,False,46.677583,46.677583,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277600PE|2026-03-11T11:20:12.187994,2026-03-11 11:20:12.187994,,TARGET_HIT,TARGET_HIT,2026-03-11 11:20:18.825280,2026-03-11 11:20:18.825280,1500.0,1500.0,0.0,False,6.637286,6.637286,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277200CE|2026-03-11T11:30:07.129056,2026-03-11 11:30:07.129056,,TARGET_HIT,TARGET_HIT,2026-03-11 11:38:32.099866,2026-03-11 11:38:32.099866,1500.0,1500.0,0.0,False,504.97081,504.97081,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277500PE|2026-03-11T11:45:41.343768,2026-03-11 11:45:41.343768,,TARGET_HIT,TARGET_HIT,2026-03-11 11:45:47.955026,2026-03-11 11:45:47.955026,1500.0,1500.0,0.0,False,6.611258,6.611258,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400PE|2026-03-11T11:50:28.892403,2026-03-11 11:50:28.892403,,TARGET_HIT,TARGET_HIT,2026-03-11 11:50:33.299308,2026-03-11 11:50:33.299308,1500.0,1500.0,0.0,False,4.406905,4.406905,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400PE|2026-03-11T12:00:04.925053,2026-03-11 12:00:04.925053,,TARGET_HIT,TARGET_HIT,2026-03-11 12:00:09.238643,2026-03-11 12:00:09.238643,1500.0,1500.0,0.0,False,4.31359,4.31359,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277100CE|2026-03-11T12:05:06.678685,2026-03-11 12:05:06.678685,,TARGET_HIT,TARGET_HIT,2026-03-11 12:13:04.836987,2026-03-11 12:13:04.836987,1500.0,1500.0,0.0,False,478.158302,478.158302,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277100CE|2026-03-11T12:15:16.305829,2026-03-11 12:15:16.305829,,TARGET_HIT,TARGET_HIT,2026-03-11 12:16:19.457339,2026-03-11 12:16:19.457339,1500.0,1500.0,0.0,False,63.15151,63.15151,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277100CE|2026-03-11T12:21:29.174929,2026-03-11 12:21:29.174929,,TARGET_HIT,TARGET_HIT,2026-03-11 12:21:35.657744,2026-03-11 12:21:35.657744,1500.0,1500.0,0.0,False,6.482815,6.482815,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277100CE|2026-03-11T12:29:58.812359,2026-03-11 12:29:58.812359,,TARGET_HIT,TARGET_HIT,2026-03-11 12:30:34.156634,2026-03-11 12:30:34.156634,1500.0,1500.0,0.0,False,35.344275,35.344275,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400PE|2026-03-11T12:36:01.400716,2026-03-11 12:36:01.400716,,TARGET_HIT,TARGET_HIT,2026-03-11 12:37:44.485819,2026-03-11 12:37:44.485819,1500.0,1500.0,0.0,False,103.085103,103.085103,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400PE|2026-03-11T12:40:04.309603,2026-03-11 12:40:04.309603,,TARGET_HIT,TARGET_HIT,2026-03-11 12:40:08.698125,2026-03-11 12:40:08.698125,1500.0,1500.0,0.0,False,4.388522,4.388522,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277100CE|2026-03-11T12:45:30.552693,2026-03-11 12:45:30.552693,,TARGET_HIT,TARGET_HIT,2026-03-11 12:45:46.301136,2026-03-11 12:45:46.301136,1500.0,1500.0,0.0,False,15.748443,15.748443,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400PE|2026-03-11T12:54:05.192460,2026-03-11 12:54:05.192460,,TARGET_HIT,TARGET_HIT,2026-03-11 12:54:11.903849,2026-03-11 12:54:11.903849,1500.0,1500.0,0.0,False,6.711389,6.7113890000000005,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400PE|2026-03-11T12:56:17.584195,2026-03-11 12:56:17.584195,,TARGET_HIT,TARGET_HIT,2026-03-11 12:56:48.669544,2026-03-11 12:56:48.669544,1500.0,1500.0,0.0,False,31.085349,31.085349,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400PE|2026-03-11T13:00:13.213409,2026-03-11 13:00:13.213409,,TARGET_HIT,TARGET_HIT,2026-03-11 13:00:15.464635,2026-03-11 13:00:15.464635,1500.0,1500.0,0.0,False,2.251226,2.251226,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277300PE|2026-03-11T13:05:27.603061,2026-03-11 13:05:27.603061,,TARGET_HIT,TARGET_HIT,2026-03-11 13:10:28.583228,2026-03-11 13:10:28.583228,1500.0,1500.0,0.0,False,300.980167,300.980167,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277300PE|2026-03-11T13:15:00.438057,2026-03-11 13:15:00.438057,,TARGET_HIT,TARGET_HIT,2026-03-11 13:15:02.573202,2026-03-11 13:15:02.573202,1500.0,1500.0,0.0,False,2.135145,2.135145,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631276900CE|2026-03-11T13:20:00.981570,2026-03-11 13:20:00.981570,,TARGET_HIT,TARGET_HIT,2026-03-11 13:20:53.812664,2026-03-11 13:20:53.812664,1500.0,1500.0,0.0,False,52.831094,52.831094,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277000CE|2026-03-11T13:25:00.232323,2026-03-11 13:25:00.232323,,TARGET_HIT,TARGET_HIT,2026-03-11 13:26:38.529685,2026-03-11 13:26:38.529685,1500.0,1500.0,0.0,False,98.297362,98.297362,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277000CE|2026-03-11T13:30:03.857120,2026-03-11 13:30:03.857120,,TARGET_HIT,TARGET_HIT,2026-03-11 13:30:13.487863,2026-03-11 13:30:13.487863,1500.0,1500.0,0.0,False,9.630743,9.630743,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400PE|2026-03-11T13:35:05.154707,2026-03-11 13:35:05.154707,,TARGET_HIT,TARGET_HIT,2026-03-11 13:35:24.599418,2026-03-11 13:35:24.599418,1500.0,1500.0,0.0,False,19.444711,19.444711,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400PE|2026-03-11T13:40:25.234213,2026-03-11 13:40:25.234213,,TARGET_HIT,TARGET_HIT,2026-03-11 13:40:29.517135,2026-03-11 13:40:29.517135,1500.0,1500.0,0.0,False,4.282922,4.282922,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277400PE|2026-03-11T13:45:21.063370,2026-03-11 13:45:21.063370,,TARGET_HIT,TARGET_HIT,2026-03-11 13:45:58.238508,2026-03-11 13:45:58.238508,1500.0,1500.0,0.0,False,37.175138,37.175138,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277300PE|2026-03-11T13:50:02.006330,2026-03-11 13:50:02.006330,,TARGET_HIT,TARGET_HIT,2026-03-11 13:50:08.594422,2026-03-11 13:50:08.594422,1500.0,1500.0,0.0,False,6.588092,6.588092,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277000CE|2026-03-11T13:55:14.449725,2026-03-11 13:55:14.449725,,TARGET_HIT,TARGET_HIT,2026-03-11 13:55:36.078137,2026-03-11 13:55:36.078137,1500.0,1500.0,0.0,False,21.628412,21.628412,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277300PE|2026-03-11T14:00:14.080854,2026-03-11 14:00:14.080854,,TARGET_HIT,TARGET_HIT,2026-03-11 14:00:18.508523,2026-03-11 14:00:18.508523,1500.0,1500.0,0.0,False,4.427669,4.427669,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277300PE|2026-03-11T14:05:07.716205,2026-03-11 14:05:07.716205,,TARGET_HIT,TARGET_HIT,2026-03-11 14:05:32.406159,2026-03-11 14:05:32.406159,1500.0,1500.0,0.0,False,24.689954,24.689954,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277300PE|2026-03-11T14:10:05.581331,2026-03-11 14:10:05.581331,,TARGET_HIT,TARGET_HIT,2026-03-11 14:18:48.368799,2026-03-11 14:18:48.368799,1500.0,1500.0,0.0,False,522.787468,522.787468,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277200PE|2026-03-11T14:21:27.309143,2026-03-11 14:21:27.309143,,TARGET_HIT,TARGET_HIT,2026-03-11 14:21:33.776856,2026-03-11 14:21:33.776856,1500.0,1500.0,0.0,False,6.467713,6.467713,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277100PE|2026-03-11T14:25:01.381647,2026-03-11 14:25:01.381647,,TARGET_HIT,TARGET_HIT,2026-03-11 14:27:28.648135,2026-03-11 14:27:28.648135,1500.0,1500.0,0.0,False,147.266488,147.266488,False,False,False
EXIT_ON_EARLY_FAILURE_EVENT,BFO:SENSEX2631277000CE|2026-03-11T14:30:02.958125,2026-03-11 14:30:02.958125,,TARGET_HIT,TARGET_HIT,2026-03-11 14:30:13.928303,2026-03-11 14:30:13.928303,1500.0,1500.0,0.0,False,10.970178,10.970178,False,False,False
