date,variant,signal_time,nearest_option_tick_time,entry_option_tick_time,signal_to_entry_ms,nearest_tick_lag_ms,option_tick_gap_before_entry_ms,option_tick_gap_after_entry_ms,selected_expiry,selected_strike,atm_distance_points,spread_at_entry,bid_at_entry,ask_at_entry,ltp_at_entry,top_depth_at_entry,direction,symbol,entry_time,exit_time,entry_price,exit_price,points,gross_pnl,net_pnl,exit_reason,hold_seconds,mfe,mae,sensex_at_entry,sensex_move_3s,option_move_1s,option_move_3s,sync_passed,vacuum_available,vacuum_passed,spread_now,median_spread_10s,top_depth_now,median_top_depth_10s,time_bucket,regime
2026-04-27,A_impulse_only,2026-04-27T09:48:35.654717,2026-04-27T15:18:36,2026-04-27T15:18:36,345.283,345.283,1000.0,2000.0,2026-04-30,77200,0,1.1000000000000227,669.35,670.45,669.35,140.0,CE,BFO:SENSEX26APR77200CE,2026-04-27T15:18:36,2026-04-27T15:18:38,669.35,672.8,3.449999999999932,1724.999999999966,1724.999999999966,TARGET_HIT,2.0,3.449999999999932,0.0,77231.76,28.029999999998836,-2.5,1.0499999999999545,False,True,False,1.1000000000000227,1.8000000000000682,140.0,120.0,15:00-15:30,choppy_fake_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T09:15:07.302751,2026-04-27T14:45:07,2026-04-27T14:45:08,697.249,-302.751,1000.0,1000.0,2026-04-30,77000,0,1.9500000000000455,788.8,790.75,788.65,100.0,CE,BFO:SENSEX26APR77000CE,2026-04-27T14:45:08,2026-04-27T14:45:11,788.65,787.1,-1.5499999999999545,-774.9999999999773,-774.9999999999773,KILL_3S,3.0,0.14999999999997726,-1.5499999999999545,77024.03,48.10000000000582,1.0499999999999545,-1.8999999999999773,True,True,False,2.300000000000068,2.0,160.0,100.0,14:00-15:00,clean_trend_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T09:15:28.303299,2026-04-27T14:45:28,2026-04-27T14:45:32,3696.701,-303.299,4000.0,0.0,2026-04-30,77100,0,1.1999999999999318,720.45,721.65,718.25,140.0,CE,BFO:SENSEX26APR77100CE,2026-04-27T14:45:32,2026-04-27T14:45:34,718.25,723.0,4.75,2375.0,2375.0,TARGET_HIT,2.0,4.75,0.0,77045.11,25.619999999995343,0.8999999999999773,-2.75,True,True,False,1.8000000000000682,1.8000000000000682,80.0,120.0,14:00-15:00,late_session_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T09:15:54.304392,2026-04-27T14:45:54,2026-04-27T14:45:56,1695.608,-304.392,2000.0,1000.0,2026-04-30,77100,0,1.8999999999999773,710.9,712.8,710.95,80.0,CE,BFO:SENSEX26APR77100CE,2026-04-27T14:45:56,2026-04-27T14:45:57,710.95,710.95,0.0,0.0,0.0,KILL_1S,1.0,0.0,0.0,77054.23,32.13999999999942,3.599999999999909,-0.8000000000000682,True,True,False,1.9500000000000455,1.900000000000034,180.0,110.0,14:00-15:00,choppy_fake_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T09:16:12.353851,2026-04-27T14:46:12,2026-04-27T14:46:13,646.149,-353.851,1000.0,1000.0,2026-04-30,77100,0,1.3500000000000227,712.05,713.4,712.8,140.0,CE,BFO:SENSEX26APR77100CE,2026-04-27T14:46:13,2026-04-27T14:46:17,712.8,712.05,-0.75,-375.0,-375.0,KILL_3S,4.0,1.2000000000000455,-0.75,77149.47,39.88999999999942,1.5499999999999545,1.5499999999999545,True,True,False,1.8999999999999773,1.9499999999999318,100.0,110.0,14:00-15:00,choppy_fake_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T09:16:39.310147,2026-04-27T14:46:39,2026-04-27T14:46:40,689.853,-310.147,1000.0,2000.0,2026-04-30,77000,0,0.6000000000000227,386.4,387.0,386.0,80.0,PE,BFO:SENSEX26APR77000PE,2026-04-27T14:46:40,2026-04-27T14:46:43,386.0,386.8,0.8000000000000114,400.0000000000057,400.0000000000057,KILL_3S,3.0,0.9499999999999886,0.0,77025.78,-42.61000000000058,1.3500000000000227,-0.5999999999999659,True,True,True,0.6499999999999773,1.0,60.0,160.0,14:00-15:00,liquidity_vacuum_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T09:17:34.618881,2026-04-27T14:47:35,2026-04-27T14:47:35,381.119,381.119,1000.0,0.0,2026-04-30,77000,0,2.150000000000091,776.8,778.95,777.55,300.0,CE,BFO:SENSEX26APR77000CE,2026-04-27T14:47:35,2026-04-27T14:47:37,777.55,786.7,9.150000000000091,4575.0000000000455,4575.0000000000455,TARGET_HIT,2.0,9.150000000000091,0.0,77024.18,35.00999999999476,1.4499999999999318,2.3999999999999773,True,True,False,2.150000000000091,2.1499999999999773,300.0,120.0,14:00-15:00,choppy_fake_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T09:18:04.553311,2026-04-27T14:48:05,2026-04-27T14:48:05,446.689,446.689,1000.0,0.0,2026-04-30,77000,0,1.75,781.75,783.5,782.05,100.0,CE,BFO:SENSEX26APR77000CE,2026-04-27T14:48:05,2026-04-27T14:48:06,782.05,780.3,-1.75,-875.0,-875.0,KILL_1S,1.0,0.0,-1.75,77015.25,40.61000000000058,3.2999999999999545,2.099999999999909,True,True,False,1.75,1.75,100.0,100.0,14:00-15:00,choppy_fake_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T09:19:30.553424,2026-04-27T14:49:31,2026-04-27T14:49:31,446.576,446.576,1000.0,0.0,2026-04-30,77000,0,1.1499999999999773,387.0,388.15,387.2,160.0,PE,BFO:SENSEX26APR77000PE,2026-04-27T14:49:31,2026-04-27T14:49:33,387.2,385.8,-1.3999999999999773,-699.9999999999886,-699.9999999999886,KILL_1S,2.0,0.9000000000000341,-1.3999999999999773,77017.6,-27.220000000001164,1.150000000000034,-0.44999999999998863,True,True,False,1.1499999999999773,1.0,160.0,140.0,14:00-15:00,choppy_fake_impulse
2026-04-27,C_impulse_plus_sync_plus_liquidity_vacuum,2026-04-27T09:15:13.302111,2026-04-27T14:45:13,2026-04-27T14:45:14,697.889,-302.111,1000.0,1000.0,2026-04-30,77100,0,1.6999999999999318,723.35,725.05,725.0,200.0,CE,BFO:SENSEX26APR77100CE,2026-04-27T14:45:14,2026-04-27T14:45:18,725.0,724.95,-0.049999999999954525,-24.999999999977263,-24.999999999977263,KILL_3S,4.0,1.5,-0.049999999999954525,77093.47,30.54000000000815,3.050000000000068,0.900000000000091,True,True,True,1.8999999999999773,1.7999999999999545,60.0,140.0,14:00-15:00,liquidity_vacuum_impulse
