bucket_type,bucket,trades,wins,losses,hit_rate,avg_pnl,median_pnl,tail_loss_count,tail_loss_share
bucket_pre_post_1pm,POST_1PM,17,9,8,0.5294117647058824,-1832.3529411764696,1500.0,2,0.11764705882352941
bucket_pre_post_1pm,PRE_1PM,40,32,8,0.8,230.62499999999773,1500.0,4,0.1
bucket_3way,EARLY_SESSION,18,15,3,0.8333333333333334,215.27777777777453,1500.0,2,0.1111111111111111
bucket_3way,LATE_SESSION,17,9,8,0.5294117647058824,-1832.3529411764696,1500.0,2,0.11764705882352941
bucket_3way,MID_SESSION,22,17,5,0.7727272727272727,243.18181818181668,1500.0,3,0.13636363636363635
