date,bucket,open,close,net_move,range,abs_move_1m,trend_ratio,trades,net_pnl,win_rate,call_pnl,put_pnl,regime,tod_group
2026-04-15,10:45-11:15,78146.19,77944.55,-201.63999999999942,247.85000000000582,592.7799999999843,0.34015992442390897,5,1925.0000000000114,60.0,1500.0,425.00000000001137,Directional Down,EARLY
2026-04-15,11:15-11:45,77932.26,78020.85,88.59000000001106,94.40000000000873,300.5299999999843,0.29477922337209495,5,2425.000000000012,80.0,3099.9999999999945,-674.9999999999827,Directional Up,MID
2026-04-15,11:45-12:15,78012.74,78102.77,90.02999999999884,103.51000000000931,346.37000000002445,0.2599243583451006,4,2224.999999999966,50.0,2649.9999999999773,-425.00000000001137,Directional Up,MID
2026-04-15,12:15-12:45,78126.8,78101.18,-25.620000000009895,128.93000000000757,453.91999999999825,0.05644166372931352,2,-1750.0,0.0,0.0,-1750.0,Low-Energy Chop,MID
2026-04-15,12:45-13:15,78123.42,78067.01,-56.41000000000349,120.19999999999709,445.1699999999837,0.1267156367230621,3,2750.0,66.66666666666666,1500.0,1250.0,Low-Energy Chop,MID
2026-04-15,13:15-13:45,78051.86,78043.82,-8.039999999993597,145.5,530.8199999999342,0.015146377303030393,4,-2600.0000000000227,25.0,125.0,-2725.0000000000227,High-Chop,LATE
2026-04-15,13:45-14:15,78050.26,78075.45,25.19000000000233,169.0799999999872,506.0899999999965,0.04977375565611354,4,49.99999999998295,25.0,-425.00000000001137,474.9999999999943,High-Chop,LATE
2026-04-15,14:15-14:45,78058.38,78121.69,63.30999999999767,97.5399999999936,389.94999999995343,0.1623541479677016,4,-2025.000000000034,25.0,-3525.0000000000346,1500.0,Low-Energy Chop,LATE
2026-04-15,14:45-15:15,78123.01,78105.8,-17.20999999999185,120.02999999999884,538.4700000000303,0.03196092632828362,1,-2000.0,0.0,-2000.0,0.0,High-Chop,LATE
2026-04-16,09:15-09:45,78553.49,78356.98,-196.5100000000093,351.52999999999884,853.6100000000151,0.23021051768372655,5,3925.00000000004,60.0,2600.0000000000227,1325.000000000017,Directional Down,EARLY
2026-04-16,09:45-10:15,78353.94,78367.16,13.220000000001164,199.38000000000466,1117.399999999965,0.011831036334349005,5,-2299.999999999983,60.0,-1824.9999999999886,-474.99999999999454,High-Chop,EARLY
2026-04-16,10:15-10:45,78336.24,78382.24,46.0,110.09999999999127,721.3199999999488,0.06377197360395284,5,-2074.99999999996,40.0,2275.0000000000055,-4349.999999999965,High-Chop,EARLY
2026-04-16,10:45-11:15,78400.39,78409.69,9.30000000000291,89.75999999999476,520.4199999999691,0.01787018177626429,3,2400.0000000000055,66.66666666666666,1500.0,900.0000000000057,High-Chop,EARLY
2026-04-16,11:15-11:45,78351.18,78175.58,-175.59999999999127,267.70999999999185,576.4399999999878,0.3046284088543387,4,1824.9999999999889,50.0,3000.0,-1175.0000000000114,Directional Down,MID
2026-04-16,11:45-12:15,78152.56,77951.18,-201.38000000000466,304.9499999999971,880.4399999999732,0.22872654581801233,6,7049.999999999983,100.0,1500.0,5549.999999999983,Directional Down,MID
2026-04-16,12:15-12:45,77946.34,77791.85,-154.4899999999907,170.6299999999901,676.7299999999523,0.22828897787892008,6,-6274.999999999992,50.0,-7649.999999999992,1375.0,Directional Down,MID
2026-04-16,12:45-13:15,77771.37,77739.77,-31.59999999999127,162.5899999999965,738.5799999999726,0.04278480327113168,6,2450.0000000000027,66.66666666666666,3000.0,-549.9999999999973,High-Chop,MID
2026-04-16,13:15-13:45,77746.58,77807.81,61.229999999995925,124.35000000000582,403.57000000002154,0.15172089104738373,5,-1150.0000000000346,40.0,-2250.000000000028,1099.9999999999943,Low-Energy Chop,LATE
2026-04-16,13:45-14:15,77841.73,77900.58,58.85000000000582,172.7399999999907,604.6900000000023,0.0973225950487119,3,4500.0,100.0,3000.0,1500.0,High-Chop,LATE
2026-04-16,14:15-14:45,77867.43,78083.08,215.65000000000873,280.2300000000105,806.949999999968,0.26724084515771396,6,-125.00000000000011,50.0,-1625.0,1500.0,Directional Up,LATE
2026-04-16,14:45-15:15,78132.05,77927.04,-205.0100000000093,290.72000000000116,1145.3899999999849,0.17898706990633062,2,3000.0,100.0,3000.0,0.0,Directional Down,LATE
2026-04-17,09:15-09:45,77928.86,78038.49,109.63000000000466,249.75999999999476,1085.3300000000454,0.10101075249002614,4,4250.0,75.0,4500.0,-250.0,High-Chop,EARLY
2026-04-17,09:45-10:15,78053.38,78269.62,216.2399999999907,236.33000000000175,656.0800000000163,0.32959395195705604,6,-524.9999999999773,33.33333333333333,-874.9999999999432,349.9999999999659,Directional Up,EARLY
2026-04-17,10:15-10:45,78297.63,78217.75,-79.88000000000466,164.0399999999936,427.2399999999616,0.1869675124052332,6,2875.000000000057,83.33333333333334,1300.0000000000114,1575.0000000000455,Directional Down,EARLY
2026-04-17,10:45-11:15,78222.82,78242.46,19.639999999999418,91.86000000000058,350.7999999999738,0.05598631698974026,5,-375.0000000001137,40.0,24.999999999977263,-400.00000000009095,Low-Energy Chop,EARLY
2026-04-17,11:15-11:45,78259.38,78331.16,71.77999999999884,84.11999999999534,283.4400000000023,0.25324583686141067,5,-6150.000000000091,0.0,-5300.000000000068,-850.0000000000227,Directional Up,MID
2026-04-17,11:45-12:15,78311.98,78291.66,-20.319999999992433,223.8000000000029,704.2399999999761,0.028853799840953542,2,1000.0,50.0,-500.0,1500.0,High-Chop,MID
2026-04-17,12:15-12:45,78307.48,78215.99,-91.48999999999069,105.05000000000291,207.75,0.4403850782189684,6,-1724.999999999966,50.0,-1324.9999999999886,-399.99999999997726,Directional Down,MID
2026-04-17,12:45-13:15,78224.57,78272.81,48.23999999999069,104.02000000000407,312.079999999929,0.15457574980774694,5,699.9999999999886,40.0,1399.9999999999773,-699.9999999999886,Low-Energy Chop,MID
2026-04-17,13:15-13:45,78278.32,78318.12,39.79999999998836,133.6600000000035,342.04000000003725,0.11636065957193317,4,-3875.0,0.0,-1949.9999999999886,-1925.0000000000114,Low-Energy Chop,LATE
2026-04-17,13:45-14:15,78320.59,78340.53,19.94000000000233,56.029999999998836,240.7399999999907,0.08282794716292723,2,-2275.000000000034,50.0,-2275.000000000034,0.0,Low-Energy Chop,LATE
2026-04-17,14:15-14:45,78339.75,78432.86,93.11000000000058,110.5,332.0299999999843,0.28042646748789263,4,1099.999999999966,50.0,1099.999999999966,0.0,Directional Up,LATE
2026-04-17,14:45-15:15,78440.35,78497.83,57.479999999995925,99.41999999999825,457.17999999997846,0.12572728465811853,1,1500.0,100.0,1500.0,0.0,Low-Energy Chop,LATE
2026-04-20,09:15-09:45,78367.97,78412.77,44.80000000000291,417.50999999999476,1333.6799999999494,0.03359126627077306,4,-1199.9999999999886,50.0,1500.0,-2699.9999999999886,High-Chop,EARLY
2026-04-20,09:45-10:15,78383.96,78628.26,244.29999999998836,325.9400000000023,780.4400000000314,0.3130285479985374,5,-5800.000000000068,20.0,-2050.0000000000114,-3750.000000000057,Directional Up,EARLY
2026-04-20,10:15-10:45,78646.89,78850.79,203.89999999999418,232.22999999999593,527.8800000000047,0.38626202924905734,5,5125.0,80.0,3625.0,1500.0,Directional Up,EARLY
2026-04-20,10:45-11:15,78795.24,78731.29,-63.95000000001164,101.11999999999534,525.5299999999988,0.1216866782105908,5,-974.999999999909,40.0,-1449.9999999999886,475.0000000000796,High-Chop,EARLY
2026-04-20,11:15-11:45,78747.48,78901.78,154.3000000000029,177.1600000000035,462.75999999999476,0.3334341775434451,6,-1199.9999999999886,33.33333333333333,150.0000000000341,-1350.0000000000227,Directional Up,MID
2026-04-20,11:45-12:15,78917.89,78779.23,-138.6600000000035,155.68000000000757,408.4200000000128,0.3395034523284833,4,1725.0000000000227,50.0,-1274.9999999999773,3000.0,Directional Down,MID
2026-04-20,12:15-12:45,78782.94,78861.85,78.91000000000349,128.33000000000175,358.7499999999418,0.21995818815335552,4,-1699.9999999999886,25.0,-3199.9999999999886,1500.0,Directional Up,MID
2026-04-20,12:45-13:15,78871.07,78689.16,-181.9100000000035,275.79000000000815,543.289999999979,0.3348303852454684,4,-8199.999999999989,0.0,-600.0000000000227,-7599.999999999965,Directional Down,MID
2026-04-20,13:15-13:45,78663.06,78642.09,-20.970000000001164,205.86999999999534,667.2699999999895,0.03142655896413969,4,6000.0,100.0,1500.0,4500.0,High-Chop,LATE
2026-04-20,13:45-14:15,78634.08,78631.33,-2.75,80.43000000000757,487.87000000002445,0.0056367474942092405,4,5350.000000000023,100.0,2350.0000000000227,3000.0,High-Chop,LATE
2026-04-20,14:15-14:45,78632.52,78641.2,8.679999999993015,128.06999999999243,456.1600000000035,0.019028411083814777,4,-1775.000000000091,25.0,-1625.0000000000568,-150.0000000000341,Low-Energy Chop,LATE
2026-04-20,14:45-15:15,78611.99,78582.15,-29.84000000001106,137.36000000000058,414.7800000000134,0.0719417522542314,2,-3149.9999999999773,0.0,0.0,-3149.9999999999773,Low-Energy Chop,LATE
2026-04-21,09:15-09:45,78890.7,78892.49,1.790000000008149,84.66000000000349,357.8500000000058,0.0050020958502392625,3,-1175.000000000011,66.66666666666666,-4175.000000000011,3000.0,Low-Energy Chop,EARLY
2026-04-21,09:45-10:15,78998.85,79064.06,65.20999999999185,91.83000000000175,363.1499999999942,0.17956767176096075,5,-3625.0,20.0,-3625.0,0.0,Directional Up,EARLY
2026-04-21,10:15-10:45,79084.41,79134.09,49.679999999993015,151.8000000000029,480.0000000000291,0.10349999999997918,3,-2324.9999999999886,33.33333333333333,-574.9999999999886,-1750.0,Low-Energy Chop,EARLY
2026-04-21,10:45-11:15,79144.58,79230.19,85.61000000000058,166.6999999999971,404.690000000046,0.21154463910645396,5,1300.0000000000114,60.0,1275.000000000034,24.999999999977263,Directional Up,EARLY
2026-04-21,11:15-11:45,79224.52,79139.76,-84.76000000000931,133.22000000000116,386.1599999999744,0.21949451004768733,3,3524.9999999999773,100.0,0.0,3524.9999999999773,Directional Down,MID
2026-04-21,11:45-12:15,79158.68,79260.86,102.18000000000757,139.15000000000873,366.7000000000262,0.27864739569130154,4,1875.0,50.0,1875.0,0.0,Directional Up,MID
2026-04-21,12:15-12:45,79246.48,79218.37,-28.110000000000582,80.86000000000058,433.65000000000873,0.06482186094776897,2,-500.0,0.0,0.0,-500.0,Low-Energy Chop,MID
2026-04-21,12:45-13:15,79218.37,79196.33,-22.039999999993597,69.2899999999936,301.7999999999738,0.07302849569249673,3,-6500.000000000056,0.0,-3075.0000000000455,-3425.0000000000114,Low-Energy Chop,MID
2026-04-21,13:15-13:45,79223.64,79160.55,-63.08999999999651,144.9899999999907,403.6899999999732,0.15628328668037528,5,-50.00000000001137,40.0,-500.00000000005684,450.0000000000455,Low-Energy Chop,LATE
2026-04-21,13:45-14:15,79161.48,79174.46,12.980000000010477,119.69999999999709,361.36000000004424,0.035919858313064226,4,74.99999999998863,50.0,-1425.0000000000114,1500.0,Low-Energy Chop,LATE
2026-04-21,14:15-14:45,79178.92,79152.01,-26.910000000003492,151.1200000000099,426.3300000000454,0.06312011821828309,4,-1324.9999999999886,50.0,-1375.0,50.00000000001137,Low-Energy Chop,LATE
2026-04-21,14:45-15:15,79150.63,79266.65,116.01999999998952,191.7899999999936,933.5999999999476,0.1242716366752314,1,-1175.0000000000114,0.0,-1175.0000000000114,0.0,High-Chop,LATE
2026-04-22,09:15-09:45,78921.38,78672.91,-248.47000000000116,316.16999999999825,666.0299999999988,0.3730612735162104,5,9500.0,100.0,1500.0,8000.0,Directional Down,EARLY
2026-04-22,09:45-10:15,78680.43,78517.0,-163.42999999999302,200.51999999998952,530.0899999999965,0.30830613669375784,5,7249.999999999944,80.0,425.00000000001137,6824.999999999932,Directional Down,EARLY
2026-04-22,10:15-10:45,78518.73,78648.8,130.07000000000698,194.2600000000093,406.97000000003027,0.31960586775437333,5,-2550.000000000068,20.0,-2525.000000000034,-25.000000000034106,Directional Up,EARLY
2026-04-22,10:45-11:15,78634.34,78690.75,56.41000000000349,118.9600000000064,437.0899999999965,0.12905808872315527,4,2474.9999999999945,50.0,1500.0,974.9999999999943,Low-Energy Chop,EARLY
2026-04-22,11:15-11:45,78683.33,78649.29,-34.04000000000815,104.13999999999942,342.3199999999779,0.09943912129005127,2,1500.0,50.0,0.0,1500.0,Low-Energy Chop,MID
2026-04-22,11:45-12:15,78619.36,78636.72,17.360000000000582,108.25999999999476,347.73999999997613,0.04992235578306141,4,-250.0,75.0,-2599.9999999999945,2349.9999999999945,Low-Energy Chop,MID
2026-04-22,12:15-12:45,78622.78,78627.98,5.19999999999709,84.95000000001164,463.2799999999843,0.01122431359004763,3,1500.0,66.66666666666666,1500.0,0.0,Low-Energy Chop,MID
2026-04-22,12:45-13:15,78639.97,78678.64,38.669999999998254,100.72999999999593,323.4699999999575,0.11954740779671479,4,-3099.999999999994,50.0,-1924.9999999999832,-1175.0000000000114,Low-Energy Chop,MID
2026-04-22,13:15-13:45,78680.58,78654.55,-26.029999999998836,127.74000000000524,424.1700000000128,0.061366904778739774,5,-2974.9999999999945,20.0,175.00000000001137,-3150.0000000000055,Low-Energy Chop,LATE
2026-04-22,13:45-14:15,78657.75,78621.65,-36.10000000000582,164.72000000000116,447.37999999997555,0.0806920291474983,5,-3725.0000000000227,0.0,-3275.0000000000055,-450.00000000001705,Low-Energy Chop,LATE
2026-04-22,14:15-14:45,78623.96,78629.06,5.099999999991269,105.95999999999185,428.40000000003783,0.011904761904740473,2,1825.000000000017,100.0,1825.000000000017,0.0,Low-Energy Chop,LATE
2026-04-22,14:45-15:15,78612.96,78524.65,-88.31000000001222,170.27999999999884,398.3700000000099,0.2216783392323971,2,525.0000000000057,50.0,0.0,525.0000000000057,Directional Down,LATE
