day,offset_points,target_points,trades_taken,trades_dropped,target_hit_count_model,net_pnl_model,expectancy_model,baseline_day_net,delta_vs_day_baseline,day_trade_count
2026-03-19,6,2.0,37,12,32,-207464.0,-5607.14,-428880.0,221416.0,49
2026-03-20,6,2.0,35,18,32,1057.0,30.2,28757.0,-27700.0,53
2026-03-23,6,2.0,38,17,30,-4775.0,-125.66,-12000.0,7225.0,55
2026-03-24,6,2.0,37,20,27,-21200.0,-572.97,-21800.0,600.0,57
2026-03-11,6,3.0,43,14,43,64500.0,1500.0,85500.0,-21000.0,57
2026-03-12,6,3.0,14,9,14,34200.0,2442.86,57420.0,-23220.0,23
2026-03-13,6,3.0,15,7,15,22440.0,1496.0,33120.0,-10680.0,22
2026-03-18,6,3.0,33,9,30,17185.0,520.76,49225.0,-32040.0,42
2026-03-19,6,3.0,37,12,30,-496980.0,-13431.89,-428880.0,-68100.0,49
2026-03-20,6,3.0,35,18,32,19037.0,543.91,28757.0,-9720.0,53
2026-03-23,6,3.0,38,17,25,-13350.0,-351.32,-12000.0,-1350.0,55
2026-03-24,6,3.0,37,20,25,-21700.0,-586.49,-21800.0,100.0,57
2026-03-11,6,4.0,43,14,28,78500.0,1825.58,85500.0,-7000.0,57
2026-03-12,6,4.0,14,9,8,40540.0,2895.71,57420.0,-16880.0,23
2026-03-13,6,4.0,15,7,5,25000.0,1666.67,33120.0,-8120.0,22
2026-03-18,6,4.0,33,9,10,28305.0,857.73,49225.0,-20920.0,42
2026-03-19,6,4.0,37,12,24,-451060.0,-12190.81,-428880.0,-22180.0,49
2026-03-20,6,4.0,35,18,20,30237.0,863.91,28757.0,1480.0,53
2026-03-23,6,4.0,38,17,12,-8350.0,-219.74,-12000.0,3650.0,55
2026-03-24,6,4.0,37,20,19,-12700.0,-343.24,-21800.0,9100.0,57
2026-03-11,6,5.0,43,14,16,80500.0,1872.09,85500.0,-5000.0,57
2026-03-12,6,5.0,14,9,5,42240.0,3017.14,57420.0,-15180.0,23
2026-03-13,6,5.0,15,7,3,25400.0,1693.33,33120.0,-7720.0,22
2026-03-18,6,5.0,33,9,4,26145.0,792.27,49225.0,-23080.0,42
2026-03-19,6,5.0,37,12,15,-437020.0,-11811.35,-428880.0,-8140.0,49
2026-03-20,6,5.0,35,18,11,31237.0,892.49,28757.0,2480.0,53
2026-03-23,6,5.0,38,17,8,-6350.0,-167.11,-12000.0,5650.0,55
2026-03-24,6,5.0,37,20,13,-9700.0,-262.16,-21800.0,12100.0,57
2026-03-11,6,6.0,43,14,11,81000.0,1883.72,85500.0,-4500.0,57
2026-03-12,6,6.0,14,9,3,42420.0,3030.0,57420.0,-15000.0,23
2026-03-13,6,6.0,15,7,2,25320.0,1688.0,33120.0,-7800.0,22
2026-03-18,6,6.0,33,9,3,27145.0,822.58,49225.0,-22080.0,42
2026-03-19,6,6.0,37,12,10,-438420.0,-11849.19,-428880.0,-9540.0,49
2026-03-20,6,6.0,35,18,6,28817.0,823.34,28757.0,60.0,53
2026-03-23,6,6.0,38,17,4,-8850.0,-232.89,-12000.0,3150.0,55
2026-03-24,6,6.0,37,20,11,-6700.0,-181.08,-21800.0,15100.0,57
2026-03-11,6,7.0,43,14,6,76500.0,1779.07,85500.0,-9000.0,57
2026-03-12,6,7.0,14,9,1,38200.0,2728.57,57420.0,-19220.0,23
2026-03-13,6,7.0,15,7,1,24360.0,1624.0,33120.0,-8760.0,22
2026-03-18,6,7.0,33,9,1,21505.0,651.67,49225.0,-27720.0,42
2026-03-19,6,7.0,37,12,3,-473220.0,-12789.73,-428880.0,-44340.0,49
2026-03-20,6,7.0,35,18,5,29917.0,854.77,28757.0,1160.0,53
2026-03-23,6,7.0,38,17,3,-8850.0,-232.89,-12000.0,3150.0,55
2026-03-24,6,7.0,37,20,10,-3200.0,-86.49,-21800.0,18600.0,57
2026-03-11,6,8.0,43,14,4,74500.0,1732.56,85500.0,-11000.0,57
2026-03-12,6,8.0,14,9,1,39200.0,2800.0,57420.0,-18220.0,23
2026-03-13,6,8.0,15,7,0,22440.0,1496.0,33120.0,-10680.0,22
2026-03-18,6,8.0,33,9,1,22585.0,684.39,49225.0,-26640.0,42
2026-03-19,6,8.0,37,12,3,-467280.0,-12629.19,-428880.0,-38400.0,49
2026-03-20,6,8.0,35,18,3,27237.0,778.2,28757.0,-1520.0,53
2026-03-23,6,8.0,38,17,1,-12350.0,-325.0,-12000.0,-350.0,55
2026-03-24,6,8.0,37,20,6,-8700.0,-235.14,-21800.0,13100.0,57
2026-03-11,7,1.0,28,29,28,14000.0,500.0,85500.0,-71500.0,57
2026-03-12,7,1.0,13,10,13,10700.0,823.08,57420.0,-46720.0,23
2026-03-13,7,1.0,9,13,9,4420.0,491.11,33120.0,-28700.0,22
2026-03-18,7,1.0,20,22,19,-36773.0,-1838.65,49225.0,-85998.0,42
2026-03-19,7,1.0,28,21,25,-94131.0,-3361.82,-428880.0,334749.0,49
2026-03-20,7,1.0,22,31,21,7260.0,330.0,28757.0,-21497.0,53
2026-03-23,7,1.0,28,27,26,4550.0,162.5,-12000.0,16550.0,55
2026-03-24,7,1.0,25,32,19,-17575.0,-703.0,-21800.0,4225.0,57
2026-03-11,7,2.0,28,29,28,28000.0,1000.0,85500.0,-57500.0,57
2026-03-12,7,2.0,13,10,13,21400.0,1646.15,57420.0,-36020.0,23
2026-03-13,7,2.0,9,13,9,8840.0,982.22,33120.0,-24280.0,22
2026-03-18,7,2.0,20,22,19,-15313.0,-765.65,49225.0,-64538.0,42
2026-03-19,7,2.0,28,21,25,-44151.0,-1576.82,-428880.0,384729.0,49
2026-03-20,7,2.0,22,31,21,19160.0,870.91,28757.0,-9597.0,53
2026-03-23,7,2.0,28,27,23,-25.0,-0.89,-12000.0,11975.0,55
2026-03-24,7,2.0,25,32,19,-8075.0,-323.0,-21800.0,13725.0,57
2026-03-11,7,3.0,28,29,28,42000.0,1500.0,85500.0,-43500.0,57
2026-03-12,7,3.0,13,10,13,32100.0,2469.23,57420.0,-25320.0,23
2026-03-13,7,3.0,9,13,9,13260.0,1473.33,33120.0,-19860.0,22
2026-03-18,7,3.0,20,22,18,-1523.0,-76.15,49225.0,-50748.0,42
2026-03-19,7,3.0,28,21,23,-347007.0,-12393.11,-428880.0,81873.0,49
2026-03-20,7,3.0,22,31,21,31060.0,1411.82,28757.0,2303.0,53
2026-03-23,7,3.0,28,27,19,-5950.0,-212.5,-12000.0,6050.0,55
2026-03-24,7,3.0,25,32,18,925.0,37.0,-21800.0,22725.0,57
2026-03-11,7,4.0,28,29,20,52000.0,1857.14,85500.0,-33500.0,57
2026-03-12,7,4.0,13,10,7,37740.0,2903.08,57420.0,-19680.0,23
2026-03-13,7,4.0,9,13,2,14260.0,1584.44,33120.0,-18860.0,22
2026-03-18,7,4.0,20,22,8,7357.0,367.85,49225.0,-41868.0,42
2026-03-19,7,4.0,28,21,17,-314427.0,-11229.54,-428880.0,114453.0,49
2026-03-20,7,4.0,22,31,13,38400.0,1745.45,28757.0,9643.0,53
2026-03-23,7,4.0,28,27,8,-2450.0,-87.5,-12000.0,9550.0,55
2026-03-24,7,4.0,25,32,13,6925.0,277.0,-21800.0,28725.0,57
2026-03-11,7,5.0,28,29,10,52000.0,1857.14,85500.0,-33500.0,57
2026-03-12,7,5.0,13,10,5,40140.0,3087.69,57420.0,-17280.0,23
2026-03-13,7,5.0,9,13,2,15260.0,1695.56,33120.0,-17860.0,22
2026-03-18,7,5.0,20,22,4,7437.0,371.85,49225.0,-41788.0,42
2026-03-19,7,5.0,28,21,12,-300047.0,-10715.96,-428880.0,128833.0,49
2026-03-20,7,5.0,22,31,6,37860.0,1720.91,28757.0,9103.0,53
2026-03-23,7,5.0,28,27,5,-1450.0,-51.79,-12000.0,10550.0,55
2026-03-24,7,5.0,25,32,9,8925.0,357.0,-21800.0,30725.0,57
2026-03-11,7,6.0,28,29,9,55500.0,1982.14,85500.0,-30000.0,57
2026-03-12,7,6.0,13,10,3,40320.0,3101.54,57420.0,-17100.0,23
2026-03-13,7,6.0,9,13,1,14700.0,1633.33,33120.0,-18420.0,22
2026-03-18,7,6.0,20,22,3,8437.0,421.85,49225.0,-40788.0,42
2026-03-19,7,6.0,28,21,8,-302067.0,-10788.11,-428880.0,126813.0,49
2026-03-20,7,6.0,22,31,3,36040.0,1638.18,28757.0,7283.0,53
2026-03-23,7,6.0,28,27,4,-450.0,-16.07,-12000.0,11550.0,55
2026-03-24,7,6.0,25,32,8,11925.0,477.0,-21800.0,33725.0,57
2026-03-11,7,7.0,28,29,5,52000.0,1857.14,85500.0,-33500.0,57
2026-03-12,7,7.0,13,10,1,36100.0,2776.92,57420.0,-21320.0,23
2026-03-13,7,7.0,9,13,0,13260.0,1473.33,33120.0,-19860.0,22
2026-03-18,7,7.0,20,22,1,2797.0,139.85,49225.0,-46428.0,42
2026-03-19,7,7.0,28,21,2,-335087.0,-11967.39,-428880.0,93793.0,49
2026-03-20,7,7.0,22,31,3,37700.0,1713.64,28757.0,8943.0,53
2026-03-23,7,7.0,28,27,3,-450.0,-16.07,-12000.0,11550.0,55
2026-03-24,7,7.0,25,32,7,13925.0,557.0,-21800.0,35725.0,57
2026-03-11,7,8.0,28,29,4,52000.0,1857.14,85500.0,-33500.0,57
2026-03-12,7,8.0,13,10,1,37100.0,2853.85,57420.0,-20320.0,23
2026-03-13,7,8.0,9,13,0,13260.0,1473.33,33120.0,-19860.0,22
2026-03-18,7,8.0,20,22,1,3877.0,193.85,49225.0,-45348.0,42
2026-03-19,7,8.0,28,21,2,-332107.0,-11860.96,-428880.0,96773.0,49
2026-03-20,7,8.0,22,31,2,36660.0,1666.36,28757.0,7903.0,53
2026-03-23,7,8.0,28,27,1,-3950.0,-141.07,-12000.0,8050.0,55
2026-03-24,7,8.0,25,32,5,12425.0,497.0,-21800.0,34225.0,57
2026-03-11,8,1.0,19,38,19,9500.0,500.0,85500.0,-76000.0,57
2026-03-12,8,1.0,12,11,12,9920.0,826.67,57420.0,-47500.0,23
2026-03-13,8,1.0,7,15,7,3480.0,497.14,33120.0,-29640.0,22
2026-03-18,8,1.0,13,29,13,14760.0,1135.38,49225.0,-34465.0,42
2026-03-19,8,1.0,23,26,20,-105571.0,-4590.04,-428880.0,323309.0,49
2026-03-20,8,1.0,16,37,15,3800.0,237.5,28757.0,-24957.0,53
2026-03-23,8,1.0,14,41,13,2950.0,210.71,-12000.0,14950.0,55
2026-03-24,8,1.0,16,41,12,-9100.0,-568.75,-21800.0,12700.0,57
2026-03-11,8,2.0,19,38,19,19000.0,1000.0,85500.0,-66500.0,57
2026-03-12,8,2.0,12,11,12,19840.0,1653.33,57420.0,-37580.0,23
2026-03-13,8,2.0,7,15,7,6960.0,994.29,33120.0,-26160.0,22
2026-03-18,8,2.0,13,29,13,29520.0,2270.77,49225.0,-19705.0,42
2026-03-19,8,2.0,23,26,20,-67031.0,-2914.39,-428880.0,361849.0,49
2026-03-20,8,2.0,16,37,15,12240.0,765.0,28757.0,-16517.0,53
2026-03-23,8,2.0,14,41,11,-2550.0,-182.14,-12000.0,9450.0,55
2026-03-24,8,2.0,16,41,12,-3100.0,-193.75,-21800.0,18700.0,57
2026-03-11,8,3.0,19,38,19,28500.0,1500.0,85500.0,-57000.0,57
2026-03-12,8,3.0,12,11,12,29760.0,2480.0,57420.0,-27660.0,23
2026-03-13,8,3.0,7,15,7,10440.0,1491.43,33120.0,-22680.0,22
2026-03-18,8,3.0,13,29,13,44280.0,3406.15,49225.0,-4945.0,42
2026-03-19,8,3.0,23,26,19,-350725.0,-15248.91,-428880.0,78155.0,49
2026-03-20,8,3.0,16,37,15,20680.0,1292.5,28757.0,-8077.0,53
2026-03-23,8,3.0,14,41,9,-8950.0,-639.29,-12000.0,3050.0,55
2026-03-24,8,3.0,16,41,11,2400.0,150.0,-21800.0,24200.0,57
2026-03-11,8,4.0,19,38,14,35500.0,1868.42,85500.0,-50000.0,57
2026-03-12,8,4.0,12,11,6,34620.0,2885.0,57420.0,-22800.0,23
2026-03-13,8,4.0,7,15,2,11440.0,1634.29,33120.0,-21680.0,22
2026-03-18,8,4.0,13,29,7,52080.0,4006.15,49225.0,2855.0,42
2026-03-19,8,4.0,23,26,13,-326725.0,-14205.43,-428880.0,102155.0,49
2026-03-20,8,4.0,16,37,9,25720.0,1607.5,28757.0,-3037.0,53
2026-03-23,8,4.0,14,41,6,-5950.0,-425.0,-12000.0,6050.0,55
2026-03-24,8,4.0,16,41,9,6400.0,400.0,-21800.0,28200.0,57
2026-03-11,8,5.0,19,38,7,35500.0,1868.42,85500.0,-50000.0,57
2026-03-12,8,5.0,12,11,5,37800.0,3150.0,57420.0,-19620.0,23
2026-03-13,8,5.0,7,15,2,12440.0,1777.14,33120.0,-20680.0,22
2026-03-18,8,5.0,13,29,3,51080.0,3929.23,49225.0,1855.0,42
2026-03-19,8,5.0,23,26,9,-316685.0,-13768.91,-428880.0,112195.0,49
2026-03-20,8,5.0,16,37,3,23960.0,1497.5,28757.0,-4797.0,53
2026-03-23,8,5.0,14,41,4,-4950.0,-353.57,-12000.0,7050.0,55
2026-03-24,8,5.0,16,41,6,7400.0,462.5,-21800.0,29200.0,57
2026-03-11,8,6.0,19,38,7,39000.0,2052.63,85500.0,-46500.0,57
2026-03-12,8,6.0,12,11,3,37980.0,3165.0,57420.0,-19440.0,23
2026-03-13,8,6.0,7,15,1,11880.0,1697.14,33120.0,-21240.0,22
2026-03-18,8,6.0,13,29,2,51000.0,3923.08,49225.0,1775.0,42
2026-03-19,8,6.0,23,26,6,-319585.0,-13895.0,-428880.0,109295.0,49
2026-03-20,8,6.0,16,37,2,23920.0,1495.0,28757.0,-4837.0,53
2026-03-23,8,6.0,14,41,3,-4450.0,-317.86,-12000.0,7550.0,55
2026-03-24,8,6.0,16,41,5,8900.0,556.25,-21800.0,30700.0,57
2026-03-11,8,7.0,19,38,4,36500.0,1921.05,85500.0,-49000.0,57
2026-03-12,8,7.0,12,11,1,33760.0,2813.33,57420.0,-23660.0,23
2026-03-13,8,7.0,7,15,0,10440.0,1491.43,33120.0,-22680.0,22
2026-03-18,8,7.0,13,29,0,44280.0,3406.15,49225.0,-4945.0,42
2026-03-19,8,7.0,23,26,2,-338805.0,-14730.65,-428880.0,90075.0,49
2026-03-20,8,7.0,16,37,2,25000.0,1562.5,28757.0,-3757.0,53
2026-03-23,8,7.0,14,41,2,-4950.0,-353.57,-12000.0,7050.0,55
2026-03-24,8,7.0,16,41,4,9400.0,587.5,-21800.0,31200.0,57
2026-03-11,8,8.0,19,38,4,38500.0,2026.32,85500.0,-47000.0,57
2026-03-12,8,8.0,12,11,1,34760.0,2896.67,57420.0,-22660.0,23
2026-03-13,8,8.0,7,15,0,10440.0,1491.43,33120.0,-22680.0,22
2026-03-18,8,8.0,13,29,0,44280.0,3406.15,49225.0,-4945.0,42
2026-03-19,8,8.0,23,26,2,-335825.0,-14601.09,-428880.0,93055.0,49
2026-03-20,8,8.0,16,37,1,23380.0,1461.25,28757.0,-5377.0,53
2026-03-23,8,8.0,14,41,0,-8950.0,-639.29,-12000.0,3050.0,55
2026-03-24,8,8.0,16,41,3,8900.0,556.25,-21800.0,30700.0,57
2026-03-11,9,1.0,17,40,17,8500.0,500.0,85500.0,-77000.0,57
2026-03-12,9,1.0,11,12,11,9040.0,821.82,57420.0,-48380.0,23
2026-03-13,9,1.0,4,18,4,1980.0,495.0,33120.0,-31140.0,22
2026-03-18,9,1.0,9,33,9,10080.0,1120.0,49225.0,-39145.0,42
2026-03-19,9,1.0,20,29,17,-110771.0,-5538.55,-428880.0,318109.0,49
2026-03-20,9,1.0,6,47,6,3320.0,553.33,28757.0,-25437.0,53
2026-03-23,9,1.0,10,45,9,950.0,95.0,-12000.0,12950.0,55
2026-03-24,9,1.0,15,42,11,-9600.0,-640.0,-21800.0,12200.0,57
2026-03-11,9,2.0,17,40,17,17000.0,1000.0,85500.0,-68500.0,57
2026-03-12,9,2.0,11,12,11,18080.0,1643.64,57420.0,-39340.0,23
2026-03-13,9,2.0,4,18,4,3960.0,990.0,33120.0,-29160.0,22
2026-03-18,9,2.0,9,33,9,20160.0,2240.0,49225.0,-29065.0,42
2026-03-19,9,2.0,20,29,17,-77431.0,-3871.55,-428880.0,351449.0,49
2026-03-20,9,2.0,6,47,6,6640.0,1106.67,28757.0,-22117.0,53
2026-03-23,9,2.0,10,45,7,-6550.0,-655.0,-12000.0,5450.0,55
2026-03-24,9,2.0,15,42,11,-4100.0,-273.33,-21800.0,17700.0,57
2026-03-11,9,3.0,17,40,17,25500.0,1500.0,85500.0,-60000.0,57
2026-03-12,9,3.0,11,12,11,27120.0,2465.45,57420.0,-30300.0,23
2026-03-13,9,3.0,4,18,4,5940.0,1485.0,33120.0,-27180.0,22
2026-03-18,9,3.0,9,33,9,30240.0,3360.0,49225.0,-18985.0,42
2026-03-19,9,3.0,20,29,16,-366325.0,-18316.25,-428880.0,62555.0,49
2026-03-20,9,3.0,6,47,6,9960.0,1660.0,28757.0,-18797.0,53
2026-03-23,9,3.0,10,45,5,-14950.0,-1495.0,-12000.0,-2950.0,55
2026-03-24,9,3.0,15,42,11,1400.0,93.33,-21800.0,23200.0,57
2026-03-11,9,4.0,17,40,14,32500.0,1911.76,85500.0,-53000.0,57
2026-03-12,9,4.0,11,12,5,31100.0,2827.27,57420.0,-26320.0,23
2026-03-13,9,4.0,4,18,2,6940.0,1735.0,33120.0,-26180.0,22
2026-03-18,9,4.0,9,33,4,34560.0,3840.0,49225.0,-14665.0,42
2026-03-19,9,4.0,20,29,12,-343885.0,-17194.25,-428880.0,84995.0,49
2026-03-20,9,4.0,6,47,4,12140.0,2023.33,28757.0,-16617.0,53
2026-03-23,9,4.0,10,45,5,-12450.0,-1245.0,-12000.0,-450.0,55
2026-03-24,9,4.0,15,42,9,5400.0,360.0,-21800.0,27200.0,57
2026-03-11,9,5.0,17,40,7,32500.0,1911.76,85500.0,-53000.0,57
2026-03-12,9,5.0,11,12,4,33400.0,3036.36,57420.0,-24020.0,23
2026-03-13,9,5.0,4,18,2,7940.0,1985.0,33120.0,-25180.0,22
2026-03-18,9,5.0,9,33,1,32360.0,3595.56,49225.0,-16865.0,42
2026-03-19,9,5.0,20,29,9,-332285.0,-16614.25,-428880.0,96595.0,49
2026-03-20,9,5.0,6,47,2,12120.0,2020.0,28757.0,-16637.0,53
2026-03-23,9,5.0,10,45,3,-11950.0,-1195.0,-12000.0,50.0,55
2026-03-24,9,5.0,15,42,6,6400.0,426.67,-21800.0,28200.0,57
2026-03-11,9,6.0,17,40,7,36000.0,2117.65,85500.0,-49500.0,57
2026-03-12,9,6.0,11,12,2,32700.0,2972.73,57420.0,-24720.0,23
2026-03-13,9,6.0,4,18,1,7380.0,1845.0,33120.0,-25740.0,22
2026-03-18,9,6.0,9,33,1,33420.0,3713.33,49225.0,-15805.0,42
2026-03-19,9,6.0,20,29,6,-335185.0,-16759.25,-428880.0,93695.0,49
2026-03-20,9,6.0,6,47,2,13200.0,2200.0,28757.0,-15557.0,53
2026-03-23,9,6.0,10,45,2,-11950.0,-1195.0,-12000.0,50.0,55
2026-03-24,9,6.0,15,42,5,7900.0,526.67,-21800.0,29700.0,57
2026-03-11,9,7.0,17,40,4,33500.0,1970.59,85500.0,-52000.0,57
2026-03-12,9,7.0,11,12,1,31120.0,2829.09,57420.0,-26300.0,23
2026-03-13,9,7.0,4,18,0,5940.0,1485.0,33120.0,-27180.0,22
2026-03-18,9,7.0,9,33,0,30240.0,3360.0,49225.0,-18985.0,42
2026-03-19,9,7.0,20,29,2,-354405.0,-17720.25,-428880.0,74475.0,49
2026-03-20,9,7.0,6,47,2,14280.0,2380.0,28757.0,-14477.0,53
2026-03-23,9,7.0,10,45,1,-12950.0,-1295.0,-12000.0,-950.0,55
2026-03-24,9,7.0,15,42,4,8400.0,560.0,-21800.0,30200.0,57
2026-03-11,9,8.0,17,40,4,35500.0,2088.24,85500.0,-50000.0,57
2026-03-12,9,8.0,11,12,1,32120.0,2920.0,57420.0,-25300.0,23
2026-03-13,9,8.0,4,18,0,5940.0,1485.0,33120.0,-27180.0,22
2026-03-18,9,8.0,9,33,0,30240.0,3360.0,49225.0,-18985.0,42
2026-03-19,9,8.0,20,29,2,-351425.0,-17571.25,-428880.0,77455.0,49
2026-03-20,9,8.0,6,47,1,12660.0,2110.0,28757.0,-16097.0,53
2026-03-23,9,8.0,10,45,0,-14950.0,-1495.0,-12000.0,-2950.0,55
2026-03-24,9,8.0,15,42,3,7900.0,526.67,-21800.0,29700.0,57
2026-03-11,10,1.0,14,43,14,7000.0,500.0,85500.0,-78500.0,57
2026-03-12,10,1.0,9,14,9,7380.0,820.0,57420.0,-50040.0,23
2026-03-13,10,1.0,3,19,3,1480.0,493.33,33120.0,-31640.0,22
2026-03-18,10,1.0,7,35,7,7700.0,1100.0,49225.0,-41525.0,42
2026-03-19,10,1.0,15,34,12,-122111.0,-8140.73,-428880.0,306769.0,49
2026-03-20,10,1.0,4,49,4,2180.0,545.0,28757.0,-26577.0,53
2026-03-23,10,1.0,5,50,5,2500.0,500.0,-12000.0,14500.0,55
2026-03-24,10,1.0,8,49,8,4000.0,500.0,-21800.0,25800.0,57
2026-03-11,10,2.0,14,43,14,14000.0,1000.0,85500.0,-71500.0,57
2026-03-12,10,2.0,9,14,9,14760.0,1640.0,57420.0,-42660.0,23
2026-03-13,10,2.0,3,19,3,2960.0,986.67,33120.0,-30160.0,22
2026-03-18,10,2.0,7,35,7,15400.0,2200.0,49225.0,-33825.0,42
2026-03-19,10,2.0,15,34,12,-100111.0,-6674.07,-428880.0,328769.0,49
2026-03-20,10,2.0,4,49,4,4360.0,1090.0,28757.0,-24397.0,53
2026-03-23,10,2.0,5,50,4,-500.0,-100.0,-12000.0,11500.0,55
2026-03-24,10,2.0,8,49,8,8000.0,1000.0,-21800.0,29800.0,57
2026-03-11,10,3.0,14,43,14,21000.0,1500.0,85500.0,-64500.0,57
2026-03-12,10,3.0,9,14,9,22140.0,2460.0,57420.0,-35280.0,23
2026-03-13,10,3.0,3,19,3,4440.0,1480.0,33120.0,-28680.0,22
2026-03-18,10,3.0,7,35,7,23100.0,3300.0,49225.0,-26125.0,42
2026-03-19,10,3.0,15,34,11,-400345.0,-26689.67,-428880.0,28535.0,49
2026-03-20,10,3.0,4,49,4,6540.0,1635.0,28757.0,-22217.0,53
2026-03-23,10,3.0,5,50,3,-5175.0,-1035.0,-12000.0,6825.0,55
2026-03-24,10,3.0,8,49,8,12000.0,1500.0,-21800.0,33800.0,57
2026-03-11,10,4.0,14,43,11,26500.0,1892.86,85500.0,-59000.0,57
2026-03-12,10,4.0,9,14,5,26120.0,2902.22,57420.0,-31300.0,23
2026-03-13,10,4.0,3,19,2,5440.0,1813.33,33120.0,-27680.0,22
2026-03-18,10,4.0,7,35,4,27420.0,3917.14,49225.0,-21805.0,42
2026-03-19,10,4.0,15,34,9,-384645.0,-25643.0,-428880.0,44235.0,49
2026-03-20,10,4.0,4,49,3,8180.0,2045.0,28757.0,-20577.0,53
2026-03-23,10,4.0,5,50,3,-3675.0,-735.0,-12000.0,8325.0,55
2026-03-24,10,4.0,8,49,7,15000.0,1875.0,-21800.0,36800.0,57
2026-03-11,10,5.0,14,43,5,26000.0,1857.14,85500.0,-59500.0,57
2026-03-12,10,5.0,9,14,4,28420.0,3157.78,57420.0,-29000.0,23
2026-03-13,10,5.0,3,19,2,6440.0,2146.67,33120.0,-26680.0,22
2026-03-18,10,5.0,7,35,1,25220.0,3602.86,49225.0,-24005.0,42
2026-03-19,10,5.0,15,34,6,-379785.0,-25319.0,-428880.0,49095.0,49
2026-03-20,10,5.0,4,49,1,7620.0,1905.0,28757.0,-21137.0,53
2026-03-23,10,5.0,5,50,2,-3175.0,-635.0,-12000.0,8825.0,55
2026-03-24,10,5.0,8,49,4,15000.0,1875.0,-21800.0,36800.0,57
2026-03-11,10,6.0,14,43,5,28500.0,2035.71,85500.0,-57000.0,57
2026-03-12,10,6.0,9,14,2,27720.0,3080.0,57420.0,-29700.0,23
2026-03-13,10,6.0,3,19,1,5880.0,1960.0,33120.0,-27240.0,22
2026-03-18,10,6.0,7,35,1,26280.0,3754.29,49225.0,-22945.0,42
2026-03-19,10,6.0,15,34,4,-380005.0,-25333.67,-428880.0,48875.0,49
2026-03-20,10,6.0,4,49,1,8160.0,2040.0,28757.0,-20597.0,53
2026-03-23,10,6.0,5,50,1,-3675.0,-735.0,-12000.0,8325.0,55
2026-03-24,10,6.0,8,49,3,15500.0,1937.5,-21800.0,37300.0,57
2026-03-11,10,7.0,14,43,3,27000.0,1928.57,85500.0,-58500.0,57
2026-03-12,10,7.0,9,14,1,26140.0,2904.44,57420.0,-31280.0,23
2026-03-13,10,7.0,3,19,0,4440.0,1480.0,33120.0,-28680.0,22
2026-03-18,10,7.0,7,35,0,23100.0,3300.0,49225.0,-26125.0,42
2026-03-19,10,7.0,15,34,2,-388425.0,-25895.0,-428880.0,40455.0,49
2026-03-20,10,7.0,4,49,1,8700.0,2175.0,28757.0,-20057.0,53
2026-03-23,10,7.0,5,50,0,-5175.0,-1035.0,-12000.0,6825.0,55
2026-03-24,10,7.0,8,49,3,17000.0,2125.0,-21800.0,38800.0,57
2026-03-11,10,8.0,14,43,3,28500.0,2035.71,85500.0,-57000.0,57
2026-03-12,10,8.0,9,14,1,27140.0,3015.56,57420.0,-30280.0,23
2026-03-13,10,8.0,3,19,0,4440.0,1480.0,33120.0,-28680.0,22
2026-03-18,10,8.0,7,35,0,23100.0,3300.0,49225.0,-26125.0,42
2026-03-19,10,8.0,15,34,2,-385445.0,-25696.33,-428880.0,43435.0,49
2026-03-20,10,8.0,4,49,0,6540.0,1635.0,28757.0,-22217.0,53
2026-03-23,10,8.0,5,50,0,-5175.0,-1035.0,-12000.0,6825.0,55
2026-03-24,10,8.0,8,49,2,16000.0,2000.0,-21800.0,37800.0,57
