scope,metric,value
hold_bucket=3-5s,gross_profit,83999.99999999994
hold_bucket=3-5s,gross_loss,-6975.000000000023
hold_bucket=3-5s,net_pnl,77024.99999999991
hold_bucket=3-5s,average_pnl,1328.0172413793089
hold_bucket=3-5s,median_pnl,1500.0
hold_bucket=3-5s,max_gain,1500.0
hold_bucket=3-5s,max_loss,-3625.0
hold_bucket=3-5s,profit_factor,12.043010752688124
hold_bucket=3-5s,expectancy,1328.0172413793089
hold_bucket=3-5s,hold_time_mean,3.9110389482758623
hold_bucket=3-5s,hold_time_median,3.814416
hold_bucket=3-5s,mfe_mean,4.5810344827586205
hold_bucket=3-5s,mae_mean,-1.1413793103448318
hold_bucket=3-5s,loss_concentration_worst_1,-3625.0
hold_bucket=3-5s,loss_concentration_worst_3,-5475.00000000008
hold_bucket=3-5s,loss_concentration_worst_5,-2475.00000000008
hold_bucket=3-5s,loss_concentration_worst_10,5024.99999999992
hold_bucket=5-10s,trade_count,80.0
hold_bucket=5-10s,win_rate,0.925
hold_bucket=5-10s,gross_profit,101500.0
hold_bucket=5-10s,gross_loss,-28375.000000000113
hold_bucket=5-10s,net_pnl,73124.99999999988
hold_bucket=5-10s,average_pnl,914.0624999999985
hold_bucket=5-10s,median_pnl,1500.0
hold_bucket=5-10s,max_gain,1500.0
hold_bucket=5-10s,max_loss,-5500.000000000056
hold_bucket=5-10s,profit_factor,3.5770925110132015
hold_bucket=5-10s,expectancy,914.0624999999985
hold_bucket=5-10s,hold_time_mean,7.4058978
hold_bucket=5-10s,hold_time_median,7.2121655
hold_bucket=5-10s,mfe_mean,4.343124999999988
hold_bucket=5-10s,mae_mean,-3.241875000000006
hold_bucket=5-10s,loss_concentration_worst_1,-5500.000000000056
hold_bucket=5-10s,loss_concentration_worst_3,-15775.000000000033
hold_bucket=5-10s,loss_concentration_worst_5,-24850.000000000022
hold_bucket=5-10s,loss_concentration_worst_10,-24375.000000000113
hold_bucket=10-30s,trade_count,184.0
hold_bucket=10-30s,win_rate,0.3423913043478261
hold_bucket=10-30s,gross_profit,71500.0
hold_bucket=10-30s,gross_loss,-433649.9999999994
hold_bucket=10-30s,net_pnl,-362149.9999999994
hold_bucket=10-30s,average_pnl,-1968.2065217391273
hold_bucket=10-30s,median_pnl,-1349.9999999999943
hold_bucket=10-30s,max_gain,1500.0
hold_bucket=10-30s,max_loss,-15000.0
hold_bucket=10-30s,profit_factor,0.16487951112648472
hold_bucket=10-30s,expectancy,-1968.2065217391273
hold_bucket=10-30s,hold_time_mean,13.05862127173913
hold_bucket=10-30s,hold_time_median,11.6411475
hold_bucket=10-30s,mfe_mean,1.5203804347826118
hold_bucket=10-30s,mae_mean,-7.857608695652168
hold_bucket=10-30s,loss_concentration_worst_1,-15000.0
hold_bucket=10-30s,loss_concentration_worst_3,-38550.00000000007
hold_bucket=10-30s,loss_concentration_worst_5,-59750.00000000012
hold_bucket=10-30s,loss_concentration_worst_10,-103225.00000000012
hold_bucket=30-60s,trade_count,34.0
hold_bucket=30-60s,win_rate,0.11764705882352941
hold_bucket=30-60s,gross_profit,4500.0
hold_bucket=30-60s,gross_loss,-205324.99999999985
hold_bucket=30-60s,net_pnl,-200824.99999999985
hold_bucket=30-60s,average_pnl,-5906.617647058819
hold_bucket=30-60s,median_pnl,-4462.499999999977
hold_bucket=30-60s,max_gain,1500.0
hold_bucket=30-60s,max_loss,-22274.999999999978
hold_bucket=30-60s,profit_factor,0.021916473882868638
hold_bucket=30-60s,expectancy,-5906.617647058819
hold_bucket=30-60s,hold_time_mean,33.365535382352945
hold_bucket=30-60s,hold_time_median,31.642184
hold_bucket=30-60s,mfe_mean,2.119117647058839
hold_bucket=30-60s,mae_mean,-14.8470588235294
hold_bucket=30-60s,loss_concentration_worst_1,-22274.999999999978
hold_bucket=30-60s,loss_concentration_worst_3,-51074.99999999999
hold_bucket=30-60s,loss_concentration_worst_5,-74175.00000000001
hold_bucket=30-60s,loss_concentration_worst_10,-119749.99999999996
hold_bucket=>60s,trade_count,2.0
hold_bucket=>60s,win_rate,1.0
hold_bucket=>60s,gross_profit,1850.0000000000227
hold_bucket=>60s,gross_loss,0.0
hold_bucket=>60s,net_pnl,1850.0000000000227
hold_bucket=>60s,average_pnl,925.0000000000114
hold_bucket=>60s,median_pnl,925.0000000000114
hold_bucket=>60s,max_gain,1500.0
hold_bucket=>60s,max_loss,350.00000000002274
hold_bucket=>60s,profit_factor,
hold_bucket=>60s,expectancy,925.0000000000114
hold_bucket=>60s,hold_time_mean,123.919207
hold_bucket=>60s,hold_time_median,123.919207
hold_bucket=>60s,mfe_mean,4.47500000000008
hold_bucket=>60s,mae_mean,-3.449999999999932
hold_bucket=>60s,loss_concentration_worst_1,350.00000000002274
hold_bucket=>60s,loss_concentration_worst_2,1850.0000000000227
hold_bucket=>60s,loss_concentration_worst_2,1850.0000000000227
hold_bucket=>60s,loss_concentration_worst_2,1850.0000000000227
