trade_id,signal_kind,signal_family,direction,entry_time,trigger_time_proxy,source_candle_start,entry_price,target_price,quantity,exit_time,exit_reason,holding_seconds,realized_points,realized_pnl,early_failure_logged,early_failure_mark_time,early_failure_duration_seconds,spot_revert_toward_trigger_testable,spot_revert_toward_trigger,spot_revert_note,mark_count,first_mark_time,last_mark_time,first_favorable_seconds,first_favorable_points,first_adverse_seconds,first_adverse_points,mfe_points,mae_points,max_drawdown_points,runup_5s,runup_10s,runup_15s,drawdown_5s,drawdown_10s,drawdown_15s,drawdown_20s,time_to_minus_1,time_to_minus_2,time_to_minus_3,time_to_plus_0_5,time_to_plus_1,option_premium_failed_confirmation,move_stalled,time_near_entry_before_damage_accel_seconds,loss_expansion_pattern,spot_revert_proxy_from_option_path,focus_manual_or_time_stop,focus_top10_pnl,focus_top10_drawdown,focus_major_loser
BFO:SENSEX2631975200PE|2026-03-19T11:40:02.280529,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 11:40:02.280529,2026-03-19 11:40:02.281349,2026-03-19 11:40:00,325.9,328.9,1760,2026-03-19 11:40:11.109702,TARGET_HIT,8.829173,3.0,5280.0,True,2026-03-19 11:40:03.388351,1.107822,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,8,2026-03-19 11:40:03.388351,2026-03-19 11:40:11.109702,4.409482,0.20000000000004547,1.107822,-2.5,4.25,-2.5,2.5,0.20000000000004547,4.25,4.25,-2.5,-2.5,-2.5,-2.5,1.107822,1.107822,,6.618457,6.618457,False,False,0.0,immediate,False,False,False,False,False
BFO:SENSEX2631975100PE|2026-03-19T11:45:17.667998,REVERSAL_PUT,REVERSAL,PUT,2026-03-19 11:45:17.667998,2026-03-19 11:45:17.668215,2026-03-19 11:45:00,255.35,258.35,2260,2026-03-19 11:45:18.772586,TARGET_HIT,1.104588,3.0000000000000284,6780.000000000065,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,1,2026-03-19 11:45:18.772586,2026-03-19 11:45:18.772586,1.104588,3.450000000000017,,,3.450000000000017,3.450000000000017,0.0,3.450000000000017,3.450000000000017,3.450000000000017,3.450000000000017,3.450000000000017,3.450000000000017,3.450000000000017,,,,1.104588,1.104588,False,False,,no_accelerated_damage,False,False,False,False,False
BFO:SENSEX2631974800CE|2026-03-19T11:55:18.019630,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 11:55:18.019630,2026-03-19 11:55:18.019772,2026-03-19 11:55:00,308.6,311.6,1860,2026-03-19 11:56:10.695143,TARGET_HIT,52.675513,3.0,5580.0,True,2026-03-19 11:55:26.785793,8.766163,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,48,2026-03-19 11:55:19.115761,2026-03-19 11:56:10.695143,2.196219,1.0499999999999545,4.388512,-1.4500000000000455,5.25,-21.30000000000001,21.30000000000001,1.0499999999999545,1.0499999999999545,1.0499999999999545,-1.4500000000000455,-3.5,-17.80000000000001,-21.30000000000001,4.388512,8.766163,9.872647,2.196219,2.196219,False,False,6.57243,immediate,True,False,False,True,True
BFO:SENSEX2631975200PE|2026-03-19T12:00:11.183066,REVERSAL_PUT,REVERSAL,PUT,2026-03-19 12:00:11.183066,2026-03-19 12:00:11.184524,2026-03-19 12:00:00,309.8,312.8,1860,2026-03-19 12:00:20.029701,TARGET_HIT,8.846635,3.0,5580.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,8,2026-03-19 12:00:12.291250,2026-03-19 12:00:20.029701,1.108184,0.44999999999998863,2.215279,-0.05000000000001137,4.949999999999989,-0.6000000000000227,0.6000000000000227,0.44999999999998863,4.949999999999989,4.949999999999989,-0.6000000000000227,-0.6000000000000227,-0.6000000000000227,-0.6000000000000227,,,,5.534741,6.65373,False,False,,no_accelerated_damage,False,False,False,False,False
BFO:SENSEX2631975200PE|2026-03-19T12:05:27.013252,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 12:05:27.013252,2026-03-19 12:05:27.013397,2026-03-19 12:05:00,323.3,326.3,1780,2026-03-19 12:05:28.118475,TARGET_HIT,1.105223,3.0,5340.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,1,2026-03-19 12:05:28.118475,2026-03-19 12:05:28.118475,1.105223,3.0,,,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,1.105223,1.105223,False,False,,no_accelerated_damage,False,False,False,False,False
BFO:SENSEX2631974900CE|2026-03-19T12:15:21.349376,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 12:15:21.349376,2026-03-19 12:15:21.349581,2026-03-19 12:15:00,279.7,282.7,2060,2026-03-19 12:15:25.779419,TARGET_HIT,4.430043,3.0,6180.0,True,2026-03-19 12:15:22.464969,1.115593,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,4,2026-03-19 12:15:22.464969,2026-03-19 12:15:25.779419,4.430043,5.400000000000034,1.115593,-2.099999999999966,5.400000000000034,-2.6999999999999886,2.6999999999999886,5.400000000000034,5.400000000000034,5.400000000000034,-2.6999999999999886,-2.6999999999999886,-2.6999999999999886,-2.6999999999999886,1.115593,1.115593,,4.430043,4.430043,False,False,0.0,immediate,False,False,False,False,False
BFO:SENSEX2631975200PE|2026-03-19T12:25:08.014775,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 12:25:08.014775,2026-03-19 12:25:08.014922,2026-03-19 12:25:00,273.6,276.6,2100,2026-03-19 12:25:20.116198,TARGET_HIT,12.101423,3.0,6300.0,True,2026-03-19 12:25:09.110169,1.095394,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,11,2026-03-19 12:25:09.110169,2026-03-19 12:25:20.116198,6.602945,0.14999999999997726,1.095394,-1.6000000000000227,3.75,-3.2000000000000455,3.2000000000000455,-1.6000000000000227,2.5499999999999545,3.75,-3.2000000000000455,-3.2000000000000455,-3.2000000000000455,-3.2000000000000455,1.095394,2.187722,3.282265,8.810058,9.903691,False,False,0.0,immediate,False,False,False,False,False
BFO:SENSEX2631974900CE|2026-03-19T12:30:04.317931,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 12:30:04.317931,2026-03-19 12:30:04.318145,2026-03-19 12:30:00,260.0,263.0,2220,2026-03-19 12:30:10.892236,TARGET_HIT,6.574305,3.0,6660.0,True,2026-03-19 12:30:05.418582,1.100651,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,6,2026-03-19 12:30:05.418582,2026-03-19 12:30:10.892236,2.202874,2.3999999999999773,1.100651,-1.8999999999999773,6.5,-1.8999999999999773,1.8999999999999773,2.3999999999999773,6.5,6.5,-1.8999999999999773,-1.8999999999999773,-1.8999999999999773,-1.8999999999999773,1.100651,,,2.202874,2.202874,False,False,,no_accelerated_damage,False,False,False,False,False
BFO:SENSEX2631975200PE|2026-03-19T12:35:04.789148,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 12:35:04.789148,2026-03-19 12:35:04.789287,2026-03-19 12:35:00,276.0,279.0,2100,2026-03-19 12:41:08.464092,TARGET_HIT,363.674944,3.0,6300.0,True,2026-03-19 12:35:05.882460,1.093312,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,331,2026-03-19 12:35:05.882460,2026-03-19 12:41:08.464092,2.182893,1.3000000000000114,1.093312,-1.8000000000000114,6.550000000000011,-33.849999999999994,33.849999999999994,1.3000000000000114,2.1000000000000227,2.1000000000000227,-1.8000000000000114,-3.8999999999999773,-11.800000000000011,-11.800000000000011,1.093312,7.658793,7.658793,2.182893,2.182893,False,False,0.0,immediate,True,False,False,True,True
BFO:SENSEX2631974900CE|2026-03-19T12:50:06.274832,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 12:50:06.274832,2026-03-19 12:50:06.275180,2026-03-19 12:50:00,282.95,285.95,2040,2026-03-19 12:50:07.382219,TARGET_HIT,1.107387,3.0,6120.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,1,2026-03-19 12:50:07.382219,2026-03-19 12:50:07.382219,1.107387,6.400000000000034,,,6.400000000000034,6.400000000000034,0.0,6.400000000000034,6.400000000000034,6.400000000000034,6.400000000000034,6.400000000000034,6.400000000000034,6.400000000000034,,,,1.107387,1.107387,False,False,,no_accelerated_damage,False,False,False,False,False
BFO:SENSEX2631974900CE|2026-03-19T12:55:06.308630,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 12:55:06.308630,2026-03-19 12:55:06.308785,2026-03-19 12:55:00,298.2,301.2,1940,2026-03-19 13:24:13.793120,MANUAL_EXIT,1747.48449,-163.1,-316414.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,1587,2026-03-19 12:55:07.424704,2026-03-19 13:24:12.742179,1.116074,2.0,6.672755,-1.1999999999999886,2.8000000000000114,-170.95,170.95,2.8000000000000114,2.8000000000000114,2.8000000000000114,1.1999999999999886,-2.8000000000000114,-4.050000000000011,-6.75,6.672755,8.873147,11.08118,1.116074,1.116074,False,False,0.0,immediate,True,True,True,True,True
BFO:SENSEX2631975000PE|2026-03-19T13:25:01.152512,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 13:25:01.152512,2026-03-19 13:25:01.152647,2026-03-19 13:25:00,238.2,241.2,2420,2026-03-19 13:26:01.228624,TIME_STOP_AFTER_1PM,60.076112,-5.649999999999977,-13672.999999999945,True,2026-03-19 13:25:03.334454,2.181942,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,55,2026-03-19 13:25:02.247969,2026-03-19 13:26:01.187171,,,1.095457,-0.04999999999998295,-0.04999999999998295,-20.25,20.25,-0.04999999999998295,-0.04999999999998295,-0.04999999999998295,-6.549999999999983,-6.549999999999983,-20.25,-20.25,2.181942,2.181942,2.181942,,,True,True,1.095457,immediate,False,True,True,False,True
BFO:SENSEX2631974600CE|2026-03-19T13:30:03.349360,REVERSAL_CALL,REVERSAL,CALL,2026-03-19 13:30:03.349360,2026-03-19 13:30:03.349542,2026-03-19 13:30:00,295.05,298.05,1960,2026-03-19 13:30:11.140177,TARGET_HIT,7.790817,3.0,5880.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,7,2026-03-19 13:30:04.447221,2026-03-19 13:30:11.140177,1.097861,1.1999999999999886,2.206843,-0.9499999999999886,5.149999999999977,-0.9499999999999886,0.9499999999999886,1.1999999999999886,5.149999999999977,5.149999999999977,-0.9499999999999886,-0.9499999999999886,-0.9499999999999886,-0.9499999999999886,,,,1.097861,1.097861,False,False,,no_accelerated_damage,False,False,False,False,False
BFO:SENSEX2631975000PE|2026-03-19T13:35:04.970972,REVERSAL_PUT,REVERSAL,PUT,2026-03-19 13:35:04.970972,2026-03-19 13:35:04.971619,2026-03-19 13:35:00,244.45,247.45,2360,2026-03-19 13:35:07.158408,TARGET_HIT,2.187436,3.0,7080.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,2,2026-03-19 13:35:06.063866,2026-03-19 13:35:07.158408,1.092894,1.6000000000000227,,,3.6500000000000057,1.6000000000000227,0.0,3.6500000000000057,3.6500000000000057,3.6500000000000057,1.6000000000000227,1.6000000000000227,1.6000000000000227,1.6000000000000227,,,,1.092894,1.092894,False,False,,no_accelerated_damage,False,False,False,False,False
BFO:SENSEX2631974700CE|2026-03-19T13:40:01.084292,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 13:40:01.084292,2026-03-19 13:40:01.084421,2026-03-19 13:40:00,268.2,271.2,2160,2026-03-19 13:40:07.687327,TARGET_HIT,6.603035,3.0,6480.0,True,2026-03-19 13:40:02.183186,1.098894,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,6,2026-03-19 13:40:02.183186,2026-03-19 13:40:07.687327,5.503484,1.1000000000000227,1.098894,-3.0500000000000114,4.949999999999989,-5.899999999999977,5.899999999999977,-0.14999999999997726,4.949999999999989,4.949999999999989,-5.899999999999977,-5.899999999999977,-5.899999999999977,-5.899999999999977,1.098894,1.098894,1.098894,5.503484,5.503484,False,False,0.0,immediate,False,False,False,False,False
BFO:SENSEX2631974700CE|2026-03-19T13:55:03.892186,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 13:55:03.892186,2026-03-19 13:55:03.892377,2026-03-19 13:55:00,240.55,243.55,2400,2026-03-19 13:55:21.516645,TARGET_HIT,17.624459,3.0,7200.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,16,2026-03-19 13:55:04.987070,2026-03-19 13:55:21.516645,2.210668,1.799999999999983,1.094884,-0.20000000000001705,6.349999999999994,-5.600000000000023,5.600000000000023,1.799999999999983,1.799999999999983,1.799999999999983,-1.0,-5.600000000000023,-5.600000000000023,-5.600000000000023,4.393729,5.487457,7.682495,2.210668,2.210668,False,False,1.094884,immediate,True,False,False,False,False
BFO:SENSEX2631974800PE|2026-03-19T14:10:02.584267,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 14:10:02.584267,2026-03-19 14:10:02.584712,2026-03-19 14:10:00,261.95,264.95,2200,2026-03-19 14:10:07.010422,TARGET_HIT,4.426155,3.0,6600.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,4,2026-03-19 14:10:03.703081,2026-03-19 14:10:07.010422,1.118814,0.8500000000000227,,,6.300000000000011,0.8500000000000227,0.0,6.300000000000011,6.300000000000011,6.300000000000011,0.8500000000000227,0.8500000000000227,0.8500000000000227,0.8500000000000227,,,,1.118814,2.228193,False,False,,no_accelerated_damage,False,False,False,False,False
BFO:SENSEX2631974400CE|2026-03-19T14:15:02.415844,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 14:15:02.415844,2026-03-19 14:15:02.416359,2026-03-19 14:15:00,284.85,287.85,2020,2026-03-19 14:15:10.372418,TARGET_HIT,7.956574,3.0,6060.0,True,2026-03-19 14:15:04.631255,2.215411,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,7,2026-03-19 14:15:03.530375,2026-03-19 14:15:10.372418,1.114531,0.25,2.215411,-1.5500000000000114,3.0499999999999545,-6.050000000000011,6.050000000000011,0.25,3.0499999999999545,3.0499999999999545,-1.900000000000034,-6.050000000000011,-6.050000000000011,-6.050000000000011,2.215411,5.521946,5.521946,7.956574,7.956574,False,False,1.114531,immediate,True,False,False,False,False
BFO:SENSEX2631974400CE|2026-03-19T14:20:03.761400,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 14:20:03.761400,2026-03-19 14:20:03.761592,2026-03-19 14:20:00,309.9,312.9,1860,2026-03-19 14:20:08.184851,TARGET_HIT,4.423451,3.0,5580.0,True,2026-03-19 14:20:04.867203,1.105803,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,4,2026-03-19 14:20:04.867203,2026-03-19 14:20:08.184851,3.307877,1.650000000000034,1.105803,-3.5,3.7000000000000455,-3.5,3.5,3.7000000000000455,3.7000000000000455,3.7000000000000455,-3.5,-3.5,-3.5,-3.5,1.105803,1.105803,1.105803,3.307877,3.307877,False,False,0.0,immediate,False,False,False,False,False
BFO:SENSEX2631974800PE|2026-03-19T14:25:02.805044,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 14:25:02.805044,2026-03-19 14:25:02.805197,2026-03-19 14:25:00,196.35,199.35,2940,2026-03-19 14:25:03.910490,TARGET_HIT,1.105446,3.0,8820.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,1,2026-03-19 14:25:03.910490,2026-03-19 14:25:03.910490,1.105446,3.3000000000000114,,,3.3000000000000114,3.3000000000000114,0.0,3.3000000000000114,3.3000000000000114,3.3000000000000114,3.3000000000000114,3.3000000000000114,3.3000000000000114,3.3000000000000114,,,,1.105446,1.105446,False,False,,no_accelerated_damage,False,False,False,False,False
BFO:SENSEX2631974700PE|2026-03-19T14:30:05.937477,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 14:30:05.937477,2026-03-19 14:30:05.937642,2026-03-19 14:30:00,186.9,189.9,3100,2026-03-19 14:31:06.873248,TIME_STOP_AFTER_1PM,60.935771,-7.099999999999994,-22009.99999999998,True,2026-03-19 14:30:07.043850,1.106373,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,55,2026-03-19 14:30:07.043850,2026-03-19 14:31:06.828866,,,1.106373,-1.700000000000017,-1.700000000000017,-33.0,33.0,-1.700000000000017,-1.700000000000017,-1.700000000000017,-5.200000000000017,-7.349999999999994,-26.849999999999994,-28.5,1.106373,2.212331,2.212331,,,True,True,0.0,immediate,False,True,True,True,True
BFO:SENSEX2631974400CE|2026-03-19T14:35:04.267412,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 14:35:04.267412,2026-03-19 14:35:04.270516,2026-03-19 14:35:00,280.85,283.85,2060,2026-03-19 14:36:05.032432,TIME_STOP_AFTER_1PM,60.76502,-18.200000000000045,-37492.000000000095,True,2026-03-19 14:35:07.574287,3.306875,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,55,2026-03-19 14:35:05.374622,2026-03-19 14:36:04.984110,,,1.10721,-1.400000000000034,-1.400000000000034,-24.0,24.0,-1.400000000000034,-1.400000000000034,-1.400000000000034,-7.650000000000034,-7.650000000000034,-16.950000000000045,-16.950000000000045,1.10721,3.306875,3.306875,,,True,True,0.0,immediate,False,True,True,True,True
BFO:SENSEX2631974400CE|2026-03-19T14:45:20.283498,CONTINUATION_CALL,CONTINUATION,CALL,2026-03-19 14:45:20.283498,2026-03-19 14:45:20.283636,2026-03-19 14:45:00,202.7,205.7,2860,2026-03-19 14:46:21.424726,TIME_STOP_AFTER_1PM,61.141228,-7.699999999999989,-22021.999999999967,True,2026-03-19 14:45:21.396046,1.112548,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,55,2026-03-19 14:45:21.396046,2026-03-19 14:46:21.377479,52.278356,2.75,1.112548,-1.549999999999983,2.75,-20.799999999999983,20.799999999999983,-1.549999999999983,-1.549999999999983,-1.549999999999983,-5.049999999999983,-6.899999999999977,-8.299999999999983,-11.599999999999994,1.112548,2.223186,2.223186,52.278356,52.278356,True,True,0.0,immediate,False,True,True,True,True
BFO:SENSEX2631974600PE|2026-03-19T14:50:05.223162,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 14:50:05.223162,2026-03-19 14:50:05.223667,2026-03-19 14:50:00,205.15,208.15,2820,2026-03-19 14:50:14.066292,TARGET_HIT,8.84313,3.0,8460.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,8,2026-03-19 14:50:06.336778,2026-03-19 14:50:14.066292,1.113616,1.8499999999999943,2.228564,-0.05000000000001137,3.4000000000000057,-1.1500000000000057,1.1500000000000057,1.8499999999999943,3.4000000000000057,3.4000000000000057,-0.05000000000001137,-1.1500000000000057,-1.1500000000000057,-1.1500000000000057,6.633202,,,1.113616,1.113616,False,False,,no_accelerated_damage,False,False,False,False,False
BFO:SENSEX2631974500PE|2026-03-19T14:55:00.444246,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 14:55:00.444246,2026-03-19 14:55:00.444399,2026-03-19 14:55:00,195.8,198.8,2960,2026-03-19 14:55:45.677005,TARGET_HIT,45.232759,3.0,8880.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,41,2026-03-19 14:55:01.551320,2026-03-19 14:55:45.677005,1.107074,1.5999999999999943,2.219504,-1.3000000000000114,9.799999999999983,-25.55000000000001,25.55000000000001,1.5999999999999943,2.4499999999999886,2.4499999999999886,-1.3000000000000114,-3.5,-8.900000000000006,-10.950000000000017,2.219504,6.623016,9.934084,1.107074,1.107074,False,False,0.0,immediate,True,False,False,True,True
BFO:SENSEX2631974200PE|2026-03-19T15:00:14.979115,CONTINUATION_PUT,CONTINUATION,PUT,2026-03-19 15:00:14.979115,2026-03-19 15:00:14.979472,2026-03-19 15:00:00,184.65,187.65,3140,2026-03-19 15:00:16.106214,TARGET_HIT,1.127099,3.0,9420.0,False,,,False,,Underlying spot path is not logged post-entry in OPEN_POSITION_MARK events.,1,2026-03-19 15:00:16.106214,2026-03-19 15:00:16.106214,1.127099,5.299999999999983,,,5.299999999999983,5.299999999999983,0.0,5.299999999999983,5.299999999999983,5.299999999999983,5.299999999999983,5.299999999999983,5.299999999999983,5.299999999999983,,,,1.127099,1.127099,False,False,,no_accelerated_damage,False,False,False,False,False
