date,variant,entry_time,exit_time,direction,symbol,strike,expiry,sensex_at_entry,sensex_move_3s,entry_price,exit_price,points,gross_pnl,net_pnl,exit_reason,hold_seconds,mfe,mae,option_move_1s,option_move_3s,sync_passed,vacuum_available,vacuum_passed,spread_now,median_spread_10s,top_depth_now,median_top_depth_10s,time_bucket,regime
2026-04-27,A_impulse_only,2026-04-27T14:53:13,2026-04-27T14:53:16,PE,BFO:SENSEX26APR77200PE,77200,2026-04-30,77156.81,-29.19999999999709,454.65,454.15,-0.5,-250.0,-250.0,KILL_3S,3.0,1.3500000000000227,-0.5,-0.75,-0.5,False,True,False,1.0500000000000114,1.1999999999999886,80.0,80.0,14:00-15:00,choppy_fake_impulse
2026-04-27,A_impulse_only,2026-04-27T15:04:42,2026-04-27T15:04:45,PE,BFO:SENSEX26APR77000PE,77000,2026-04-30,77032.55,-29.59999999999127,376.2,375.95,-0.25,-125.0,-125.0,KILL_3S,3.0,0.1500000000000341,-2.099999999999966,0.0,-2.3000000000000114,False,True,False,0.9000000000000341,1.0,240.0,120.0,15:00-15:30,choppy_fake_impulse
2026-04-27,A_impulse_only,2026-04-27T15:07:07,2026-04-27T15:07:17,PE,BFO:SENSEX26APR77000PE,77000,2026-04-30,77046.92,-29.55999999999767,384.75,383.55,-1.1999999999999886,-599.9999999999943,-599.9999999999943,MAX_HOLD,10.0,1.25,-1.1999999999999886,-0.25,-0.5,False,True,False,0.9499999999999886,0.700000000000017,140.0,80.0,15:00-15:30,choppy_fake_impulse
2026-04-27,A_impulse_only,2026-04-27T15:18:36,2026-04-27T15:18:38,CE,BFO:SENSEX26APR77200CE,77200,2026-04-30,77231.76,28.029999999998836,669.35,672.8,3.449999999999932,1724.999999999966,1724.999999999966,TARGET_HIT,2.0,3.449999999999932,0.0,-2.5,1.0499999999999545,False,True,False,1.1000000000000227,1.8000000000000682,140.0,120.0,15:00-15:30,choppy_fake_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T14:45:08,2026-04-27T14:45:11,CE,BFO:SENSEX26APR77000CE,77000,2026-04-30,77024.03,48.10000000000582,788.65,787.1,-1.5499999999999545,-774.9999999999773,-774.9999999999773,KILL_3S,3.0,0.14999999999997726,-1.5499999999999545,1.0499999999999545,-1.8999999999999773,True,True,False,2.300000000000068,2.0,160.0,100.0,14:00-15:00,clean_trend_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T14:45:32,2026-04-27T14:45:34,CE,BFO:SENSEX26APR77100CE,77100,2026-04-30,77045.11,25.619999999995343,718.25,723.0,4.75,2375.0,2375.0,TARGET_HIT,2.0,4.75,0.0,0.8999999999999773,-2.75,True,True,False,1.8000000000000682,1.8000000000000682,80.0,120.0,14:00-15:00,late_session_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T14:45:56,2026-04-27T14:45:57,CE,BFO:SENSEX26APR77100CE,77100,2026-04-30,77054.23,32.13999999999942,710.95,710.95,0.0,0.0,0.0,KILL_1S,1.0,0.0,0.0,3.599999999999909,-0.8000000000000682,True,True,False,1.9500000000000455,1.900000000000034,180.0,110.0,14:00-15:00,choppy_fake_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T14:46:13,2026-04-27T14:46:17,CE,BFO:SENSEX26APR77100CE,77100,2026-04-30,77149.47,39.88999999999942,712.8,712.05,-0.75,-375.0,-375.0,KILL_3S,4.0,1.2000000000000455,-0.75,1.5499999999999545,1.5499999999999545,True,True,False,1.8999999999999773,1.9499999999999318,100.0,110.0,14:00-15:00,choppy_fake_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T14:46:40,2026-04-27T14:46:43,PE,BFO:SENSEX26APR77000PE,77000,2026-04-30,77025.78,-42.61000000000058,386.0,386.8,0.8000000000000114,400.0000000000057,400.0000000000057,KILL_3S,3.0,0.9499999999999886,0.0,1.3500000000000227,-0.5999999999999659,True,True,True,0.6499999999999773,1.0,60.0,160.0,14:00-15:00,liquidity_vacuum_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T14:47:35,2026-04-27T14:47:37,CE,BFO:SENSEX26APR77000CE,77000,2026-04-30,77024.18,35.00999999999476,777.55,786.7,9.150000000000091,4575.0000000000455,4575.0000000000455,TARGET_HIT,2.0,9.150000000000091,0.0,1.4499999999999318,2.3999999999999773,True,True,False,2.150000000000091,2.1499999999999773,300.0,120.0,14:00-15:00,choppy_fake_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T14:48:05,2026-04-27T14:48:06,CE,BFO:SENSEX26APR77000CE,77000,2026-04-30,77015.25,40.61000000000058,782.05,780.3,-1.75,-875.0,-875.0,KILL_1S,1.0,0.0,-1.75,3.2999999999999545,2.099999999999909,True,True,False,1.75,1.75,100.0,100.0,14:00-15:00,choppy_fake_impulse
2026-04-27,B_impulse_plus_option_sync,2026-04-27T14:49:31,2026-04-27T14:49:33,PE,BFO:SENSEX26APR77000PE,77000,2026-04-30,77017.6,-27.220000000001164,387.2,385.8,-1.3999999999999773,-699.9999999999886,-699.9999999999886,KILL_1S,2.0,0.9000000000000341,-1.3999999999999773,1.150000000000034,-0.44999999999998863,True,True,False,1.1499999999999773,1.0,160.0,140.0,14:00-15:00,choppy_fake_impulse
2026-04-27,C_impulse_plus_sync_plus_liquidity_vacuum,2026-04-27T14:45:14,2026-04-27T14:45:18,CE,BFO:SENSEX26APR77100CE,77100,2026-04-30,77093.47,30.54000000000815,725.0,724.95,-0.049999999999954525,-24.999999999977263,-24.999999999977263,KILL_3S,4.0,1.5,-0.049999999999954525,3.050000000000068,0.900000000000091,True,True,True,1.8999999999999773,1.7999999999999545,60.0,140.0,14:00-15:00,liquidity_vacuum_impulse
2026-04-27,C_impulse_plus_sync_plus_liquidity_vacuum,2026-04-27T14:46:40,2026-04-27T14:46:43,PE,BFO:SENSEX26APR77000PE,77000,2026-04-30,77025.78,-42.61000000000058,386.0,386.8,0.8000000000000114,400.0000000000057,400.0000000000057,KILL_3S,3.0,0.9499999999999886,0.0,1.3500000000000227,-0.5999999999999659,True,True,True,0.6499999999999773,1.0,60.0,160.0,14:00-15:00,liquidity_vacuum_impulse
2026-04-28,A_impulse_only,2026-04-28T14:45:02,2026-04-28T14:45:03,CE,BFO:SENSEX26APR77200CE,77200,2026-04-30,77151.27,56.48000000001048,332.85,329.45,-3.400000000000034,-1700.000000000017,-1700.000000000017,STOP_HIT,1.0,0.0,-3.400000000000034,0.9000000000000341,0.5,True,True,False,0.7999999999999545,0.8499999999999659,180.0,120.0,14:00-15:00,clean_trend_impulse
2026-04-28,A_impulse_only,2026-04-28T14:45:20,2026-04-28T14:45:22,PE,BFO:SENSEX26APR77000PE,77000,2026-04-30,76980.53,-26.279999999998836,403.8,407.75,3.9499999999999886,1974.9999999999943,1974.9999999999943,TARGET_HIT,2.0,3.9499999999999886,0.0,-0.5,-3.599999999999966,False,True,False,0.8499999999999659,0.5999999999999659,80.0,140.0,14:00-15:00,late_session_impulse
2026-04-28,A_impulse_only,2026-04-28T14:46:04,2026-04-28T14:46:07,CE,BFO:SENSEX26APR77100CE,77100,2026-04-30,77101.89,29.139999999999418,364.9,368.5,3.6000000000000227,1800.0000000000114,1800.0000000000114,TARGET_HIT,3.0,3.6000000000000227,0.0,1.5500000000000114,-2.25,True,True,False,0.9000000000000341,0.9250000000000114,120.0,100.0,14:00-15:00,choppy_fake_impulse
