date,trade_count,baseline_pnl,policy_pnl,delta_pnl
2026-04-13,50,6099.999999999852,-1600.000000000081,-7699.999999999933
2026-04-15,46,-2825.0000000000737,5149.99999999992,7974.999999999994
2026-04-16,56,13225.000000000051,31450.000000000044,18224.999999999993
2026-04-17,50,-3500.0000000001705,-3725.0000000000227,-224.9999999998522
2026-04-20,51,-5799.9999999999545,9700.000000000102,15500.000000000056
2026-04-21,42,-9900.000000000091,-2350.0000000000227,7550.000000000068
2026-04-22,46,11974.99999999988,11124.999999999856,-850.0000000000236
2026-04-23,54,-21975.000000000036,925.0000000000532,22900.00000000009
2026-04-24,52,4374.999999999943,8799.999999999955,4425.000000000012
