label,precision,recall,f1_score,support,score
0,0.27925531914893614,1.0,0.4365904365904366,105.0,
1,0.0,0.0,0.0,271.0,
accuracy,,,,,0.27925531914893614
macro avg,0.13962765957446807,0.5,0.2182952182952183,376.0,
weighted avg,0.07798353327297419,0.27925531914893614,0.12192020170743575,376.0,
