lag_bucket,trades,net_pnl,avg_pnl,win_rate,target_hit_rate,hard_stop_rate,avg_mfe,avg_mae
exact_same_second,45,-7924.999999999925,-176.11111111110947,0.4888888888888889,0.37777777777777777,0.08888888888888889,1.9966666666666684,-1.8955555555555508
0_to_2s,46,-9025.000000000035,-196.1956521739138,0.41304347826086957,0.34782608695652173,0.10869565217391304,2.3163043478260836,-2.00217391304348
2_to_5s,29,-29874.9999999998,-1030.1724137930964,0.20689655172413793,0.13793103448275862,0.1724137931034483,0.9517241379310432,-2.99137931034482
5_to_10s,9,2149.9999999999773,238.88888888888636,0.5555555555555556,0.3333333333333333,0.0,1.716666666666659,-1.3666666666666616
10s_plus,2,-1250.0,-625.0,0.5,0.0,0.0,0.30000000000001137,-1.5500000000000114
no_match,52,4374.999999999944,84.1346153846143,0.4807692307692308,0.38461538461538464,0.057692307692307696,2.741346153846151,-1.5980769230769256
