label,precision,recall,f1_score,support,score
0,0.23448275862068965,0.8292682926829268,0.3655913978494624,41.0,
1,0.8833333333333333,0.3231707317073171,0.4732142857142857,164.0,
accuracy,,,,,0.424390243902439
macro avg,0.5589080459770115,0.5762195121951219,0.41940284178187404,205.0,
weighted avg,0.7535632183908046,0.424390243902439,0.45168970814132103,205.0,
