label,precision,recall,f1_score,support,score
0,0.2556390977443609,0.8292682926829268,0.39080459770114945,41.0,
1,0.9027777777777778,0.39634146341463417,0.5508474576271186,164.0,
accuracy,,,,,0.48292682926829267
macro avg,0.5792084377610693,0.6128048780487805,0.47082602766413406,205.0,
weighted avg,0.7733500417710945,0.48292682926829267,0.5188388856419248,205.0,
