impulse_type,impulse_horizon_seconds,underlying_threshold_points,entry_lag_seconds,strike_bucket,max_hold_seconds,spread_pct_threshold,depth_threshold,event_count,tradable_event_count,harvest_3pt_rate,avg_mfe,avg_mae,net_expectancy_after_0_5_cost,worst_day_expectancy
U_1S_10PTS,1,10.0,0,ATM,3,0.005,250,39,39,0.20512820512820512,1.9935897435897425,-1.0782051282051288,0.315384615384616,0.024999999999991473
U_1S_15PTS,1,15.0,1,ATM_200,5,0.005,500,17,17,0.11764705882352941,1.4147058823529413,-0.32647058823529396,0.3117647058823529,-0.30000000000001137
ACCEL_SPIKE,3,20.0,0,ATM,5,0.01,250,31,31,0.25806451612903225,2.601612903225807,-1.4500000000000026,0.3064516129032239,-2.8499999999999943
U_2S_20PTS,2,20.0,2,ATM_100,5,0.01,250,28,28,0.21428571428571427,2.4624999999999964,-1.8232142857142855,0.3053571428571412,-0.4916666666666671
U_1S_15PTS,1,15.0,1,ATM,10,0.005,500,1,1,0.0,0.8500000000000085,0.0,0.29999999999999716,0.29999999999999716
U_1S_20PTS,1,20.0,1,ATM,10,0.005,500,1,1,0.0,0.8500000000000085,0.0,0.29999999999999716,0.29999999999999716
U_1S_20PTS,1,20.0,1,ATM,10,0.01,500,1,1,0.0,0.8500000000000085,0.0,0.29999999999999716,0.29999999999999716
U_1S_20PTS,1,20.0,1,ATM,10,0.015,500,1,1,0.0,0.8500000000000085,0.0,0.29999999999999716,0.29999999999999716
U_1S_10PTS,1,10.0,0,ATM,5,0.01,500,17,17,0.23529411764705882,2.141176470588233,-1.126470588235295,0.29411764705882054,-0.14375000000000032
U_5S_30PTS,5,30.0,0,ATM_200,10,0.01,250,32,32,0.3125,2.7874999999999996,-1.4984375000000008,0.29374999999999946,0.26290322580645104
U_2S_15PTS,2,15.0,0,ATM_100,3,0.01,500,13,13,0.23076923076923078,1.1499999999999997,-0.4653846153846163,0.29230769230769155,0.29230769230769155
U_3S_20PTS,3,20.0,0,ATM,5,0.015,250,32,32,0.25,2.5375000000000005,-1.331250000000002,0.28906249999999817,-2.8499999999999943
U_5S_30PTS,5,30.0,0,ATM_200,5,0.015,250,34,34,0.17647058823529413,1.8220588235294102,-0.8647058823529417,0.288235294117647,0.19999999999998863
U_3S_20PTS,3,20.0,0,ATM,10,0.005,250,21,21,0.38095238095238093,4.423809523809522,-2.9642857142857166,0.28571428571428403,-7.175000000000011
U_1S_15PTS,1,15.0,2,ATM_100,10,0.005,500,13,13,0.23076923076923078,2.284615384615384,-2.26153846153846,0.2846153846153854,-1.5
U_2S_15PTS,2,15.0,1,ATM,3,0.015,250,30,30,0.3,1.913333333333335,-1.0050000000000021,0.2800000000000009,-2.6000000000000227
U_2S_15PTS,2,15.0,1,ATM,10,0.005,250,18,18,0.5,4.161111111111115,-3.194444444444443,0.2750000000000025,-7.5
U_1S_15PTS,1,15.0,1,ATM_200,3,0.005,500,17,17,0.11764705882352941,1.0411764705882365,-0.20882352941176474,0.27352941176470746,0.05000000000001137
U_2S_20PTS,2,20.0,1,ATM_100,10,0.01,250,29,29,0.3448275862068966,2.737931034482759,-1.7620689655172412,0.27241379310344754,-0.10000000000002274
U_3S_20PTS,3,20.0,0,ATM,5,0.01,250,30,30,0.26666666666666666,2.625000000000001,-1.4200000000000024,0.269999999999998,-2.8499999999999943
ACCEL_SPIKE,3,20.0,1,ATM_200,10,0.005,500,22,22,0.36363636363636365,2.1977272727272723,-1.3750000000000002,0.26818181818181835,0.26818181818181835
U_2S_15PTS,2,15.0,0,ATM,3,0.005,250,29,29,0.27586206896551724,2.2275862068965493,-1.2706896551724165,0.26724137931034325,-1.8333333333333428
U_3S_20PTS,3,20.0,0,ATM_200,5,0.005,500,25,25,0.12,1.436,-0.6440000000000005,0.2599999999999995,-0.30000000000001137
U_1S_20PTS,1,20.0,0,ATM_100,3,0.01,250,12,12,0.25,1.5041666666666662,-0.9750000000000002,0.25833333333333314,0.25833333333333314
ACCEL_SPIKE,3,20.0,0,ATM_200,3,0.015,500,36,36,0.05555555555555555,1.1833333333333331,-0.376388888888889,0.25694444444444425,0.25694444444444425
U_2S_15PTS,2,15.0,2,ATM_100,10,0.01,500,20,20,0.25,2.6900000000000013,-1.8874999999999986,0.25000000000000233,-1.5
U_3S_30PTS,3,30.0,1,ATM_100,3,0.005,250,5,5,0.2,1.5499999999999972,-0.640000000000002,0.24999999999999573,0.24999999999999573
ACCEL_SPIKE,3,20.0,0,ATM_200,3,0.01,500,35,35,0.05714285714285714,1.1771428571428568,-0.3871428571428573,0.2442857142857141,0.2442857142857141
U_5S_30PTS,5,30.0,0,ATM_200,10,0.015,250,34,34,0.29411764705882354,2.6558823529411764,-1.454411764705883,0.24411764705882302,0.21363636363636312
U_2S_20PTS,2,20.0,1,ATM_200,10,0.01,250,48,48,0.2708333333333333,1.9729166666666667,-1.256249999999999,0.2437500000000005,-1.6499999999999773
U_1S_15PTS,1,15.0,0,ATM_100,3,0.01,250,37,37,0.16216216216216217,1.4108108108108097,-0.6459459459459467,0.2432432432432409,-0.7000000000000455
ACCEL_SPIKE,3,20.0,0,ATM_200,3,0.005,500,20,20,0.05,1.1999999999999995,-0.5275000000000004,0.24249999999999955,0.24249999999999955
U_1S_10PTS,1,10.0,0,ATM,5,0.015,500,20,20,0.2,1.9599999999999984,-0.9825000000000006,0.2399999999999975,-0.1315789473684213
U_2S_20PTS,2,20.0,1,ATM_200,10,0.015,250,49,49,0.2653061224489796,1.948979591836735,-1.2306122448979582,0.23775510204081676,-1.6499999999999773
U_2S_20PTS,2,20.0,1,ATM_100,10,0.015,250,32,32,0.3125,2.5359375,-1.6484375,0.23593749999999938,-0.10000000000002274
U_2S_20PTS,2,20.0,1,ATM_100,3,0.01,250,29,29,0.20689655172413793,1.5362068965517248,-0.7775862068965516,0.23275862068965578,-1.3000000000000114
U_1S_15PTS,1,15.0,2,ATM,5,0.015,250,17,17,0.17647058823529413,2.341176470588235,-1.3647058823529414,0.23235294117647057,0.21562499999999998
U_2S_20PTS,2,20.0,1,ATM_100,3,0.005,250,28,28,0.21428571428571427,1.564285714285715,-0.7785714285714284,0.2321428571428578,-1.3000000000000114
U_1S_10PTS,1,10.0,1,ATM,3,0.005,250,27,27,0.2222222222222222,2.05,-1.2407407407407387,0.229629629629631,-1.6
U_2S_25PTS,2,25.0,2,ATM_100,3,0.005,250,7,7,0.2857142857142857,1.8499999999999983,-0.9928571428571432,0.22857142857142776,0.22857142857142776
U_2S_25PTS,2,25.0,2,ATM_100,3,0.01,250,7,7,0.2857142857142857,1.8499999999999983,-0.9928571428571432,0.22857142857142776,0.22857142857142776
U_2S_25PTS,2,25.0,2,ATM_100,3,0.015,250,7,7,0.2857142857142857,1.8499999999999983,-0.9928571428571432,0.22857142857142776,0.22857142857142776
U_2S_15PTS,2,15.0,1,ATM,10,0.015,250,30,30,0.43333333333333335,3.430000000000002,-2.619999999999999,0.22833333333333486,-7.5
U_2S_15PTS,2,15.0,2,ATM_100,5,0.005,250,57,57,0.24561403508771928,2.2561403508771907,-1.519298245614034,0.22280701754385882,-0.08673469387755174
U_1S_10PTS,1,10.0,0,ATM_200,10,0.01,500,79,79,0.189873417721519,1.8803797468354433,-1.0145569620253168,0.2227848101265826,0.2227848101265826
U_3S_30PTS,3,30.0,0,ATM_200,5,0.01,250,12,12,0.16666666666666666,1.6291666666666662,-0.5833333333333336,0.22083333333333374,0.22083333333333374
U_1S_10PTS,1,10.0,0,ATM_200,10,0.015,500,81,81,0.18518518518518517,1.8679012345679014,-1.0012345679012347,0.22037037037037074,0.2203703703703707
U_2S_20PTS,2,20.0,2,ATM_100,5,0.015,250,31,31,0.1935483870967742,2.240322580645158,-1.6806451612903222,0.219354838709676,-0.5018518518518521
U_1S_10PTS,1,10.0,0,ATM_100,5,0.01,500,26,26,0.19230769230769232,1.9000000000000008,-1.2326923076923086,0.2192307692307694,0.2192307692307694
U_1S_15PTS,1,15.0,3,ATM_100,10,0.005,250,33,33,0.3939393939393939,3.0484848484848506,-2.4121212121212094,0.21060606060606413,-4.049999999999973
U_2S_25PTS,2,25.0,2,ATM_200,5,0.015,500,5,5,0.2,1.4999999999999982,-0.40000000000000036,0.20999999999999835,0.20999999999999835
U_1S_15PTS,1,15.0,2,ATM_100,10,0.015,250,36,36,0.2777777777777778,3.049999999999998,-1.7097222222222226,0.20972222222222084,0.14393939393939378
U_5S_30PTS,5,30.0,0,ATM_200,5,0.01,500,19,19,0.15789473684210525,1.5078947368421045,-0.6631578947368416,0.20526315789473765,0.20526315789473765
U_2S_20PTS,2,20.0,0,ATM_200,5,0.005,500,12,12,0.16666666666666666,1.4041666666666652,-0.6666666666666675,0.2041666666666666,0.2041666666666666
U_3S_30PTS,3,30.0,0,ATM_100,5,0.015,500,4,4,0.25,1.2875000000000028,-0.5874999999999986,0.2000000000000015,0.2000000000000015
U_2S_20PTS,2,20.0,0,ATM_200,3,0.005,500,12,12,0.08333333333333333,1.116666666666666,-0.5541666666666675,0.1999999999999996,0.1999999999999996
U_2S_15PTS,2,15.0,1,ATM_200,10,0.005,500,33,33,0.24242424242424243,1.8878787878787882,-1.1196969696969703,0.19696969696969707,-0.39999999999997726
U_1S_15PTS,1,15.0,0,ATM_100,3,0.01,500,9,9,0.1111111111111111,0.9555555555555557,-0.6222222222222231,0.19444444444444406,0.19444444444444406
U_1S_20PTS,1,20.0,3,ATM,5,0.005,250,5,5,0.4,2.0800000000000067,-0.9699999999999989,0.19000000000000342,0.19000000000000342
U_1S_10PTS,1,10.0,3,ATM,5,0.01,500,10,10,0.1,1.3599999999999952,-0.7249999999999995,0.1849999999999949,0.11666666666666606
U_1S_10PTS,1,10.0,3,ATM,5,0.015,500,13,13,0.07692307692307693,1.2423076923076883,-0.6076923076923074,0.1846153846153806,0.13333333333333278
U_3S_20PTS,3,20.0,1,ATM_200,10,0.005,500,25,25,0.32,2.0980000000000008,-1.2320000000000007,0.18400000000000113,-0.39999999999997726
U_2S_15PTS,2,15.0,1,ATM,3,0.005,500,3,3,0.3333333333333333,1.2000000000000028,-0.75,0.18333333333333712,0.18333333333333712
U_3S_30PTS,3,30.0,0,ATM_200,5,0.015,500,8,8,0.125,1.3374999999999997,-0.5562499999999997,0.18125000000000058,0.18125000000000058
U_1S_15PTS,1,15.0,0,ATM_100,3,0.015,250,40,40,0.15,1.3224999999999991,-0.6112500000000006,0.18124999999999783,-0.7000000000000455
U_3S_20PTS,3,20.0,0,ATM_200,10,0.005,500,25,25,0.24,2.087999999999999,-1.1140000000000003,0.1799999999999993,-0.30000000000001137
U_2S_20PTS,2,20.0,2,ATM_100,10,0.005,250,23,23,0.34782608695652173,3.510869565217388,-1.8978260869565233,0.1782608695652142,-0.13947368421052717
U_1S_20PTS,1,20.0,3,ATM_100,3,0.01,500,2,2,0.0,1.6750000000000007,-0.47499999999999787,0.1750000000000007,0.1750000000000007
U_2S_15PTS,2,15.0,1,ATM,5,0.005,250,18,18,0.3888888888888889,2.6583333333333368,-1.7638888888888922,0.17499999999999874,-3.2000000000000455
U_2S_25PTS,2,25.0,1,ATM,10,0.005,250,2,2,1.0,8.274999999999999,-2.2750000000000057,0.17499999999999716,0.17499999999999716
U_2S_25PTS,2,25.0,1,ATM,10,0.01,250,2,2,1.0,8.274999999999999,-2.2750000000000057,0.17499999999999716,0.17499999999999716
U_2S_25PTS,2,25.0,1,ATM,10,0.015,250,2,2,1.0,8.274999999999999,-2.2750000000000057,0.17499999999999716,0.17499999999999716
U_2S_15PTS,2,15.0,2,ATM_100,10,0.015,500,24,24,0.20833333333333334,2.325000000000001,-1.656249999999999,0.17291666666666863,-1.5
U_1S_10PTS,1,10.0,2,ATM,5,0.015,250,45,45,0.3111111111111111,1.8544444444444446,-1.3066666666666684,0.16999999999999874,0.13333333333332575
U_2S_20PTS,2,20.0,1,ATM_100,10,0.005,250,28,28,0.32142857142857145,2.705357142857143,-1.7982142857142855,0.16964285714285637,-0.10000000000002274
U_3S_20PTS,3,20.0,0,ATM_200,3,0.015,500,43,43,0.046511627906976744,1.044186046511628,-0.3988372093023255,0.16627906976744228,0.05000000000001137
U_2S_25PTS,2,25.0,1,ATM_100,3,0.01,250,8,8,0.125,1.4999999999999991,-0.7500000000000018,0.16249999999999876,0.16249999999999876
U_2S_25PTS,2,25.0,1,ATM_100,3,0.015,250,8,8,0.125,1.4999999999999991,-0.7500000000000018,0.16249999999999876,0.16249999999999876
U_1S_15PTS,1,15.0,0,ATM_100,3,0.005,250,32,32,0.15625,1.4093749999999987,-0.6781250000000009,0.16093749999999718,-0.7000000000000455
U_2S_20PTS,2,20.0,0,ATM_100,10,0.01,500,6,6,0.16666666666666666,1.7833333333333332,-1.483333333333335,0.1583333333333344,0.1583333333333344
U_2S_20PTS,2,20.0,1,ATM_100,3,0.015,250,32,32,0.1875,1.4015625000000005,-0.7296874999999998,0.15781250000000058,-1.3000000000000114
U_2S_20PTS,2,20.0,0,ATM_200,5,0.01,500,27,27,0.1111111111111111,1.329629629629629,-0.566666666666667,0.1537037037037037,0.15370370370370368
U_2S_15PTS,2,15.0,2,ATM_100,5,0.01,500,20,20,0.2,1.9174999999999998,-1.407499999999999,0.15249999999999914,-0.5
U_1S_15PTS,1,15.0,1,ATM_200,10,0.01,250,48,48,0.16666666666666666,2.1354166666666656,-1.2489583333333332,0.15208333333333315,0.026086956521739695
U_1S_15PTS,1,15.0,1,ATM_200,10,0.015,250,48,48,0.16666666666666666,2.1354166666666656,-1.2489583333333332,0.15208333333333315,0.026086956521739695
U_1S_15PTS,1,15.0,1,ATM,5,0.005,500,1,1,0.0,0.8500000000000085,0.0,0.15000000000000568,0.15000000000000568
U_1S_20PTS,1,20.0,1,ATM,5,0.005,500,1,1,0.0,0.8500000000000085,0.0,0.15000000000000568,0.15000000000000568
U_1S_20PTS,1,20.0,1,ATM,5,0.01,500,1,1,0.0,0.8500000000000085,0.0,0.15000000000000568,0.15000000000000568
U_1S_20PTS,1,20.0,1,ATM,5,0.015,500,1,1,0.0,0.8500000000000085,0.0,0.15000000000000568,0.15000000000000568
U_2S_15PTS,2,15.0,2,ATM_100,5,0.005,500,16,16,0.1875,2.0687499999999996,-1.531249999999999,0.1499999999999988,-0.5
U_2S_25PTS,2,25.0,1,ATM_100,3,0.005,250,7,7,0.14285714285714285,1.607142857142856,-0.750000000000002,0.14999999999999858,0.14999999999999858
U_1S_15PTS,1,15.0,3,ATM,3,0.005,500,1,1,0.0,0.6499999999999773,0.0,0.14999999999997726,0.14999999999997726
U_2S_20PTS,2,20.0,3,ATM,3,0.005,500,1,1,0.0,0.6499999999999773,0.0,0.14999999999997726,0.14999999999997726
U_1S_10PTS,1,10.0,0,ATM_100,5,0.015,500,31,31,0.16129032258064516,1.6838709677419361,-1.0645161290322587,0.1451612903225808,0.1451612903225808
U_2S_20PTS,2,20.0,0,ATM_200,5,0.015,500,29,29,0.10344827586206896,1.3327586206896547,-0.5534482758620692,0.1448275862068966,0.14482758620689656
U_2S_25PTS,2,25.0,0,ATM_200,3,0.01,250,17,17,0.11764705882352941,1.314705882352941,-0.7529411764705887,0.1441176470588242,0.1441176470588242
U_2S_25PTS,2,25.0,0,ATM_200,3,0.015,250,17,17,0.11764705882352941,1.314705882352941,-0.7529411764705887,0.1441176470588242,0.1441176470588242
U_2S_15PTS,2,15.0,0,ATM,5,0.015,500,14,14,0.14285714285714285,1.7000000000000008,-0.8964285714285715,0.14285714285714285,0.14285714285714285
U_2S_15PTS,2,15.0,2,ATM,3,0.01,500,11,11,0.18181818181818182,1.3772727272727256,-0.7136363636363643,0.1409090909090896,0.10000000000000092
U_2S_15PTS,2,15.0,0,ATM,10,0.015,250,43,43,0.37209302325581395,3.4476744186046497,-2.480232558139534,0.14069767441860345,-4.733333333333339
U_1S_15PTS,1,15.0,2,ATM,5,0.01,250,15,15,0.2,2.46,-1.546666666666667,0.13999999999999993,0.1142857142857142
U_3S_20PTS,3,20.0,0,ATM_200,3,0.01,500,41,41,0.04878048780487805,1.028048780487805,-0.41829268292682925,0.13658536585365896,0.05000000000001137
U_3S_20PTS,3,20.0,3,ATM_100,10,0.01,500,17,17,0.23529411764705882,2.7705882352941194,-2.0176470588235302,0.13529411764706023,0.08437499999999865
ACCEL_SPIKE,3,20.0,1,ATM,3,0.015,500,8,8,0.125,1.1187500000000008,-0.3187500000000014,0.13124999999999998,0.13124999999999998
U_1S_20PTS,1,20.0,0,ATM_100,3,0.015,250,14,14,0.21428571428571427,1.3249999999999995,-0.8750000000000002,0.12857142857142836,0.12857142857142836
U_2S_15PTS,2,15.0,0,ATM_100,3,0.015,500,16,16,0.1875,0.9781249999999997,-0.41250000000000075,0.12812499999999932,0.12812499999999932
U_2S_15PTS,2,15.0,0,ATM,10,0.01,250,38,38,0.42105263157894735,3.7473684210526295,-2.7131578947368418,0.12631578947368274,-4.733333333333339
U_3S_30PTS,3,30.0,0,ATM_200,5,0.015,250,13,13,0.15384615384615385,1.5230769230769226,-0.5961538461538463,0.12307692307692346,0.12307692307692346
ACCEL_SPIKE,3,20.0,3,ATM_100,10,0.005,250,41,41,0.36585365853658536,3.174390243902441,-2.369512195121949,0.11707317073170977,-3.549999999999983
U_3S_30PTS,3,30.0,2,ATM_200,3,0.005,500,3,3,0.3333333333333333,1.349999999999999,-0.7333333333333331,0.11666666666666596,0.11666666666666596
U_1S_15PTS,1,15.0,1,ATM,10,0.01,250,13,13,0.3076923076923077,1.792307692307696,-1.769230769230765,0.11538461538461887,-1.4499999999999886
U_3S_20PTS,3,20.0,3,ATM_100,10,0.015,500,20,20,0.2,2.4700000000000015,-1.7625000000000006,0.1125000000000012,0.06842105263157781
U_2S_15PTS,2,15.0,0,ATM_100,3,0.005,500,8,8,0.125,0.9125000000000001,-0.6187500000000012,0.11249999999999938,0.11249999999999938
U_1S_15PTS,1,15.0,2,ATM_100,3,0.005,500,13,13,0.15384615384615385,1.4538461538461531,-0.9269230769230762,0.11153846153846257,-2.4499999999999886
U_2S_15PTS,2,15.0,2,ATM_100,3,0.005,250,57,57,0.21052631578947367,1.6499999999999988,-1.0798245614035076,0.11140350877192948,-0.16122448979591877
U_2S_15PTS,2,15.0,0,ATM,5,0.01,250,38,38,0.34210526315789475,2.6697368421052614,-1.4447368421052622,0.11052631578947199,-1.9333333333333371
U_1S_15PTS,1,15.0,2,ATM_100,10,0.01,500,15,15,0.2,2.2599999999999993,-2.0799999999999987,0.11000000000000085,-1.5
U_3S_20PTS,3,20.0,0,ATM_200,3,0.005,500,25,25,0.04,1.034,-0.5240000000000002,0.11000000000000057,0.05000000000001137
U_2S_20PTS,2,20.0,1,ATM_100,5,0.01,250,29,29,0.2413793103448276,2.039655172413793,-1.143103448275862,0.10862068965517065,-0.1500000000000341
ACCEL_SPIKE,3,20.0,1,ATM,3,0.01,500,6,6,0.16666666666666666,1.1583333333333343,-0.4250000000000019,0.10833333333333339,0.10833333333333339
U_5S_30PTS,5,30.0,0,ATM_200,5,0.015,500,21,21,0.14285714285714285,1.3809523809523803,-0.6452380952380948,0.10476190476190553,0.10476190476190553
U_1S_15PTS,1,15.0,1,ATM,3,0.005,500,1,1,0.0,0.6000000000000085,0.0,0.10000000000000853,0.10000000000000853
U_1S_20PTS,1,20.0,1,ATM,3,0.005,500,1,1,0.0,0.6000000000000085,0.0,0.10000000000000853,0.10000000000000853
U_1S_20PTS,1,20.0,1,ATM,3,0.01,500,1,1,0.0,0.6000000000000085,0.0,0.10000000000000853,0.10000000000000853
U_1S_20PTS,1,20.0,1,ATM,3,0.015,500,1,1,0.0,0.6000000000000085,0.0,0.10000000000000853,0.10000000000000853
U_5S_30PTS,5,30.0,0,ATM_200,5,0.005,250,21,21,0.19047619047619047,1.971428571428569,-1.2071428571428577,0.10000000000000024,0.09500000000000082
U_3S_30PTS,3,30.0,2,ATM_100,10,0.005,500,1,1,0.0,1.75,-2.0,0.09999999999999432,0.09999999999999432
U_3S_30PTS,3,30.0,2,ATM_100,10,0.01,500,1,1,0.0,1.75,-2.0,0.09999999999999432,0.09999999999999432
U_3S_30PTS,3,30.0,2,ATM_100,10,0.015,500,1,1,0.0,1.75,-2.0,0.09999999999999432,0.09999999999999432
ACCEL_SPIKE,3,20.0,1,ATM,10,0.015,250,16,16,0.25,3.090625000000002,-2.6812499999999964,0.09687500000000404,-7.399999999999977
U_1S_20PTS,1,20.0,0,ATM_100,5,0.015,500,5,5,0.4,1.59,-0.9100000000000001,0.08999999999999879,0.08999999999999879
U_2S_15PTS,2,15.0,0,ATM_100,3,0.01,250,67,67,0.16417910447761194,1.443283582089552,-0.7171641791044774,0.08880597014925391,-1.3000000000000114
U_2S_20PTS,2,20.0,1,ATM_100,3,0.015,500,11,11,0.18181818181818182,1.3636363636363642,-0.5454545454545451,0.0863636363636363,0.0863636363636363
U_5S_30PTS,5,30.0,0,ATM_200,10,0.01,500,19,19,0.2631578947368421,2.1605263157894727,-1.0500000000000005,0.0842105263157888,0.0842105263157888
U_3S_30PTS,3,30.0,2,ATM_200,10,0.01,500,6,6,0.16666666666666666,1.4666666666666657,-1.0666666666666667,0.08333333333333348,0.08333333333333348
U_1S_10PTS,1,10.0,2,ATM_100,5,0.005,250,91,91,0.21978021978021978,1.886813186813186,-1.3703296703296688,0.08241758241758226,-0.22256097560975627
U_1S_15PTS,1,15.0,0,ATM_200,5,0.005,250,36,36,0.16666666666666666,1.5402777777777779,-0.8652777777777785,0.08055555555555537,-1.3000000000000114
U_1S_15PTS,1,15.0,0,ATM_100,10,0.015,500,12,12,0.3333333333333333,2.1583333333333337,-1.1500000000000001,0.0791666666666665,0.0791666666666665
U_2S_15PTS,2,15.0,0,ATM,5,0.015,250,43,43,0.3023255813953488,2.4825581395348824,-1.3558139534883713,0.07906976744185899,-1.9333333333333371
U_1S_10PTS,1,10.0,2,ATM,5,0.015,500,19,19,0.21052631578947367,1.4236842105263163,-0.9868421052631584,0.07894736842105242,-3.0500000000000114
ACCEL_SPIKE,3,20.0,2,ATM,3,0.005,250,14,14,0.21428571428571427,1.3892857142857156,-1.0035714285714248,0.0785714285714312,-0.2458333333333312
U_2S_25PTS,2,25.0,1,ATM_100,5,0.005,250,7,7,0.14285714285714285,1.7928571428571414,-1.2857142857142878,0.07857142857142614,0.07857142857142614
ACCEL_SPIKE,3,20.0,1,ATM,5,0.015,500,8,8,0.125,1.8750000000000009,-1.1625000000000008,0.07500000000000029,0.07500000000000029
ACCEL_SPIKE,3,20.0,2,ATM,10,0.015,500,6,6,0.0,1.0583333333333336,-1.474999999999999,0.07499999999999914,0.07499999999999914
U_2S_20PTS,2,20.0,3,ATM,5,0.01,500,2,2,0.0,0.6749999999999776,-0.2999999999999998,0.07499999999997753,-0.6499999999999995
U_2S_20PTS,2,20.0,3,ATM,5,0.015,500,2,2,0.0,0.6749999999999776,-0.2999999999999998,0.07499999999997753,-0.6499999999999995
U_2S_25PTS,2,25.0,1,ATM_200,5,0.01,500,7,7,0.14285714285714285,1.1928571428571426,-0.8357142857142849,0.07142857142857346,0.07142857142857346
U_2S_25PTS,2,25.0,1,ATM_200,5,0.015,500,7,7,0.14285714285714285,1.1928571428571426,-0.8357142857142849,0.07142857142857346,0.07142857142857346
U_1S_20PTS,1,20.0,0,ATM_200,3,0.015,500,10,10,0.0,1.0949999999999993,-0.39999999999999963,0.06999999999999984,0.06999999999999984
U_1S_20PTS,1,20.0,0,ATM,3,0.005,250,6,6,0.16666666666666666,1.8333333333333333,-1.625,0.06666666666666761,0.06666666666666761
U_2S_20PTS,2,20.0,1,ATM_100,5,0.015,500,11,11,0.18181818181818182,1.6181818181818186,-0.895454545454546,0.06363636363636349,0.06363636363636349
U_1S_15PTS,1,15.0,1,ATM_200,5,0.01,250,48,48,0.125,1.4406249999999996,-0.7499999999999994,0.06145833333333325,-0.10108695652173848
U_1S_15PTS,1,15.0,1,ATM_200,5,0.015,250,48,48,0.125,1.4406249999999996,-0.7499999999999994,0.06145833333333325,-0.10108695652173848
U_5S_30PTS,5,30.0,0,ATM_200,3,0.01,500,19,19,0.10526315789473684,1.0921052631578947,-0.5131578947368416,0.060526315789474074,0.060526315789474074
U_1S_15PTS,1,15.0,1,ATM,10,0.015,250,15,15,0.26666666666666666,1.7433333333333363,-1.6633333333333296,0.060000000000003016,-1.4499999999999886
ACCEL_SPIKE,3,20.0,2,ATM,10,0.01,500,5,5,0.0,1.0800000000000005,-1.7599999999999987,0.059999999999999075,0.059999999999999075
U_2S_20PTS,2,20.0,0,ATM_200,3,0.01,500,27,27,0.037037037037037035,1.0185185185185182,-0.43518518518518534,0.05925925925925925,0.05925925925925925
U_1S_20PTS,1,20.0,1,ATM_200,3,0.005,500,7,7,0.14285714285714285,0.9285714285714286,-0.457142857142857,0.05714285714285694,0.05714285714285694
U_2S_15PTS,2,15.0,1,ATM_200,10,0.01,500,54,54,0.2037037037037037,1.7287037037037036,-1.0768518518518522,0.05370370370370371,-0.39999999999997726
U_2S_15PTS,2,15.0,1,ATM_200,10,0.015,500,54,54,0.2037037037037037,1.7287037037037036,-1.0768518518518522,0.05370370370370371,-0.39999999999997726
U_2S_15PTS,2,15.0,0,ATM_100,3,0.015,250,71,71,0.15492957746478872,1.3746478873239436,-0.6845070422535209,0.05352112676056353,-1.3000000000000114
U_1S_15PTS,1,15.0,1,ATM_200,3,0.005,250,32,32,0.125,1.1062499999999995,-0.5968749999999995,0.051562499999999845,-0.05666666666666569
U_2S_25PTS,2,25.0,3,ATM,10,0.01,250,4,4,0.5,4.112500000000001,-2.8000000000000007,0.05000000000000426,0.05000000000000426
U_2S_25PTS,2,25.0,3,ATM,10,0.015,250,4,4,0.5,4.112500000000001,-2.8000000000000007,0.05000000000000426,0.05000000000000426
U_2S_15PTS,2,15.0,3,ATM,3,0.01,500,7,7,0.2857142857142857,1.4214285714285713,-1.0642857142857123,0.050000000000000586,0.050000000000000586
U_2S_15PTS,2,15.0,2,ATM,3,0.015,500,14,14,0.14285714285714285,1.1999999999999986,-0.5928571428571434,0.04999999999999887,0.004166666666667244
U_1S_15PTS,1,15.0,2,ATM,3,0.015,250,17,17,0.17647058823529413,1.7117647058823517,-1.170588235294118,0.047058823529410446,-0.009375000000000633
U_2S_15PTS,2,15.0,0,ATM_100,3,0.005,250,59,59,0.15254237288135594,1.4627118644067794,-0.7864406779661015,0.046610169491525605,-1.3000000000000114
U_2S_15PTS,2,15.0,0,ATM,3,0.01,500,10,10,0.1,1.2349999999999999,-0.725000000000001,0.04500000000000011,0.04500000000000011
U_2S_20PTS,2,20.0,0,ATM_200,3,0.015,500,29,29,0.034482758620689655,1.005172413793103,-0.42586206896551737,0.044827586206896544,0.044827586206896544
U_1S_15PTS,1,15.0,2,ATM,3,0.01,250,15,15,0.2,1.8633333333333322,-1.3266666666666673,0.04333333333333176,-0.021428571428572178
U_2S_15PTS,2,15.0,2,ATM_100,10,0.005,500,16,16,0.25,2.528125000000001,-2.1218749999999984,0.040625000000002354,-1.5
U_1S_15PTS,1,15.0,0,ATM_200,5,0.015,250,56,56,0.10714285714285714,1.3705357142857142,-0.7241071428571433,0.04017857142857136,-1.3000000000000114
U_1S_10PTS,1,10.0,2,ATM,5,0.01,250,40,40,0.325,1.8500000000000008,-1.3712500000000016,0.037499999999998715,0.00882352941176517
U_2S_20PTS,2,20.0,1,ATM_100,5,0.015,250,32,32,0.21875,1.8624999999999998,-1.0687499999999999,0.03749999999999837,-0.1500000000000341
U_2S_15PTS,2,15.0,1,ATM,5,0.01,250,26,26,0.34615384615384615,2.298076923076926,-1.642307692307695,0.03653846153846073,-3.2000000000000455
U_3S_20PTS,3,20.0,2,ATM,3,0.005,250,18,18,0.2222222222222222,1.3305555555555566,-0.8888888888888862,0.036111111111113106,-0.22499999999999826
