control_type,sample_id,impulse_type,variant_name,trades,total_net_pnl,win_rate,profit_factor,avg_mfe,avg_mae,harvest_3pt_rate
real,real,U_1S_10PTS,IMPULSE_ENTRY_0S_H10_CD30,460,109025.00000000044,0.48478260869565215,1.3571077628562085,2.131956521739133,-1.6252173913043466,0.40652173913043477
opposite_side,deterministic,U_1S_10PTS,IMPULSE_ENTRY_0S_H10_CD30,622,-131825.0000000002,0.38102893890675243,0.7664850980913154,1.6671221864951773,-2.135369774919615,0.2958199356913183
wrong_lag_pre_event,deterministic,U_1S_10PTS,IMPULSE_ENTRY_0S_H10_CD30,618,292375.0,0.5145631067961165,1.7887637418223505,2.439644012944984,-1.420388349514564,0.45145631067961167
random_event_times,11,U_1S_10PTS,IMPULSE_ENTRY_0S_H10_CD30,769,-68050.00000000023,0.34460338101430427,0.8609237686490899,1.3960338101430425,-1.5406371911573478,0.23146944083224968
random_event_times,23,U_1S_10PTS,IMPULSE_ENTRY_0S_H10_CD30,770,-2749.999999999887,0.33506493506493507,0.9944762478658233,1.567857142857143,-1.5527922077922067,0.2519480519480519
random_event_times,37,U_1S_10PTS,IMPULSE_ENTRY_0S_H10_CD30,761,-84849.99999999959,0.33377135348226017,0.8390477545407129,1.4131406044678056,-1.6259526938239153,0.2536136662286465
random_event_times,47,U_1S_10PTS,IMPULSE_ENTRY_0S_H10_CD30,762,-72174.99999999991,0.3228346456692913,0.8560315164813245,1.4002624671916004,-1.5633858267716525,0.24671916010498687
random_event_times,59,U_1S_10PTS,IMPULSE_ENTRY_0S_H10_CD30,774,-13574.99999999966,0.3643410852713178,0.9724337496192513,1.5094961240310085,-1.5397286821705423,0.26356589147286824
shuffled_day,cyclic_next_day,U_1S_10PTS,IMPULSE_ENTRY_0S_H10_CD30,578,138200.00000000017,0.25951557093425603,1.5809163514081555,1.396453287197232,-0.9234429065743941,0.16608996539792387
