date,side,atm_bucket,lag_seconds,correlation,sample_count
2026-04-29,PUT,ATM_100,3,-0.0003403789860489168,22001
2026-04-29,PUT,ATM_100,4,0.00802336923566805,22000
2026-04-29,PUT,ATM_100,5,-0.006880889091012549,21999
2026-04-29,PUT,ATM_100,6,-0.012128752082329095,21998
2026-04-29,PUT,ATM_100,7,0.003034547518885966,21997
2026-04-29,PUT,ATM_100,8,-0.006247156442354966,21996
2026-04-29,PUT,ATM_100,9,-0.015919322218990246,21995
2026-04-29,PUT,ATM_100,10,-0.02878190717399533,21994
2026-04-29,PUT,ATM_200,-10,0.021185913379253057,21994
2026-04-29,PUT,ATM_200,-9,0.01799249922541303,21995
2026-04-29,PUT,ATM_200,-8,0.029748838477113366,21996
2026-04-29,PUT,ATM_200,-7,0.047550028164883136,21997
2026-04-29,PUT,ATM_200,-6,0.04354792184576232,21998
2026-04-29,PUT,ATM_200,-5,0.05608341919281666,21999
2026-04-29,PUT,ATM_200,-4,0.05637587016189392,22000
2026-04-29,PUT,ATM_200,-3,0.049745104124638714,22001
2026-04-29,PUT,ATM_200,-2,0.08358832196174905,22002
2026-04-29,PUT,ATM_200,-1,0.11309592408769832,22003
2026-04-29,PUT,ATM_200,0,0.10370689030044486,22004
2026-04-29,PUT,ATM_200,1,0.041751105980706464,22003
2026-04-29,PUT,ATM_200,2,0.031815121602331256,22002
2026-04-29,PUT,ATM_200,3,0.008917264874703616,22001
2026-04-29,PUT,ATM_200,4,-0.0004537173570819639,22000
2026-04-29,PUT,ATM_200,5,0.005777963693591106,21999
2026-04-29,PUT,ATM_200,6,-0.01805520542009766,21998
2026-04-29,PUT,ATM_200,7,-0.0019846881977016585,21997
2026-04-29,PUT,ATM_200,8,-0.002331821499020868,21996
2026-04-29,PUT,ATM_200,9,-0.017579716149746013,21995
2026-04-29,PUT,ATM_200,10,-0.025703706885114162,21994
2026-04-30,CALL,ATM,-10,0.01078489481396776,27405
2026-04-30,CALL,ATM,-9,0.020766811240597594,27406
2026-04-30,CALL,ATM,-8,0.012700794933255327,27407
2026-04-30,CALL,ATM,-7,0.02824457586560033,27408
2026-04-30,CALL,ATM,-6,0.03320805642400174,27409
2026-04-30,CALL,ATM,-5,0.05077955706873673,27410
2026-04-30,CALL,ATM,-4,0.030434464325931866,27411
2026-04-30,CALL,ATM,-3,0.08938505855613309,27412
2026-04-30,CALL,ATM,-2,0.12059975414189503,27413
2026-04-30,CALL,ATM,-1,0.1468702525166259,27414
2026-04-30,CALL,ATM,0,0.12696990402037414,27415
2026-04-30,CALL,ATM,1,0.05172981925421658,27414
2026-04-30,CALL,ATM,2,0.013012319356626539,27413
2026-04-30,CALL,ATM,3,-0.01505971172826159,27412
2026-04-30,CALL,ATM,4,0.005311940848451605,27411
2026-04-30,CALL,ATM,5,0.011645024176276495,27410
2026-04-30,CALL,ATM,6,0.0008850294352523991,27409
2026-04-30,CALL,ATM,7,0.0034711696350000934,27408
2026-04-30,CALL,ATM,8,0.013862908062193074,27407
2026-04-30,CALL,ATM,9,-0.00426506162566112,27406
2026-04-30,CALL,ATM,10,-0.0022302223977090706,27405
2026-04-30,CALL,ATM_100,-10,0.016321719303825262,27405
2026-04-30,CALL,ATM_100,-9,0.02360341692313721,27406
2026-04-30,CALL,ATM_100,-8,0.011924388357006373,27407
2026-04-30,CALL,ATM_100,-7,0.018004211275423176,27408
2026-04-30,CALL,ATM_100,-6,0.03270913718936861,27409
2026-04-30,CALL,ATM_100,-5,0.05220028511363584,27410
2026-04-30,CALL,ATM_100,-4,0.03154131482307044,27411
2026-04-30,CALL,ATM_100,-3,0.10165961078763869,27412
2026-04-30,CALL,ATM_100,-2,0.14084334337198562,27413
2026-04-30,CALL,ATM_100,-1,0.1475019047664712,27414
2026-04-30,CALL,ATM_100,0,0.14902276922524804,27415
2026-04-30,CALL,ATM_100,1,0.06169330722855997,27414
2026-04-30,CALL,ATM_100,2,0.021740574571256336,27413
2026-04-30,CALL,ATM_100,3,0.0014323101719855716,27412
2026-04-30,CALL,ATM_100,4,-0.003130329672649832,27411
2026-04-30,CALL,ATM_100,5,0.004945100000355843,27410
2026-04-30,CALL,ATM_100,6,0.017049897653144255,27409
2026-04-30,CALL,ATM_100,7,0.0032503453008761716,27408
2026-04-30,CALL,ATM_100,8,-0.0031941897903098255,27407
2026-04-30,CALL,ATM_100,9,0.008501263759320466,27406
2026-04-30,CALL,ATM_100,10,-0.004701572705201873,27405
2026-04-30,CALL,ATM_200,-10,0.011162825190898609,27405
2026-04-30,CALL,ATM_200,-9,0.01736821441648984,27406
2026-04-30,CALL,ATM_200,-8,0.02796241802671482,27407
2026-04-30,CALL,ATM_200,-7,0.02719176674646539,27408
2026-04-30,CALL,ATM_200,-6,0.02377441635865503,27409
2026-04-30,CALL,ATM_200,-5,0.058961900089835706,27410
2026-04-30,CALL,ATM_200,-4,0.04430458898559591,27411
2026-04-30,CALL,ATM_200,-3,0.08250016671385688,27412
2026-04-30,CALL,ATM_200,-2,0.1282918347285901,27413
2026-04-30,CALL,ATM_200,-1,0.1729976095173571,27414
2026-04-30,CALL,ATM_200,0,0.10043352718836042,27415
2026-04-30,CALL,ATM_200,1,0.05063246439584377,27414
2026-04-30,CALL,ATM_200,2,0.027210967513492213,27413
2026-04-30,CALL,ATM_200,3,-0.012634159400349022,27412
2026-04-30,CALL,ATM_200,4,0.01182725591148642,27411
2026-04-30,CALL,ATM_200,5,0.0027789604556605887,27410
2026-04-30,CALL,ATM_200,6,0.009792956704205777,27409
2026-04-30,CALL,ATM_200,7,0.0056297479328729465,27408
2026-04-30,CALL,ATM_200,8,0.008694422764931717,27407
2026-04-30,CALL,ATM_200,9,0.000560075104072204,27406
2026-04-30,CALL,ATM_200,10,0.0029986964125860594,27405
2026-04-30,PUT,ATM,-10,0.016271920602571432,27405
2026-04-30,PUT,ATM,-9,0.01884940656401995,27406
2026-04-30,PUT,ATM,-8,0.012560356404512139,27407
2026-04-30,PUT,ATM,-7,0.025868807849115258,27408
2026-04-30,PUT,ATM,-6,0.04110756484378032,27409
2026-04-30,PUT,ATM,-5,0.043520620893432865,27410
2026-04-30,PUT,ATM,-4,0.048155262624965396,27411
2026-04-30,PUT,ATM,-3,0.07377744933723082,27412
2026-04-30,PUT,ATM,-2,0.11196892419685289,27413
2026-04-30,PUT,ATM,-1,0.15067526544052923,27414
2026-04-30,PUT,ATM,0,0.11170626684532017,27415
2026-04-30,PUT,ATM,1,0.032631330314522276,27414
2026-04-30,PUT,ATM,2,0.005676707033135995,27413
2026-04-30,PUT,ATM,3,0.0021955116431762968,27412
2026-04-30,PUT,ATM,4,0.0069237092715762625,27411
2026-04-30,PUT,ATM,5,0.0008295805988868016,27410
2026-04-30,PUT,ATM,6,0.011194142443379839,27409
2026-04-30,PUT,ATM,7,0.012712283635991658,27408
2026-04-30,PUT,ATM,8,0.0013421334864541826,27407
2026-04-30,PUT,ATM,9,0.015475312151072762,27406
2026-04-30,PUT,ATM,10,-0.00030953898920807205,27405
2026-04-30,PUT,ATM_100,-10,0.013678253946754197,27405
2026-04-30,PUT,ATM_100,-9,0.02761772592381717,27406
2026-04-30,PUT,ATM_100,-8,0.009443295035530206,27407
2026-04-30,PUT,ATM_100,-7,0.03436334359871757,27408
2026-04-30,PUT,ATM_100,-6,0.03242240905624066,27409
2026-04-30,PUT,ATM_100,-5,0.04911341068505655,27410
2026-04-30,PUT,ATM_100,-4,0.04629966716657042,27411
2026-04-30,PUT,ATM_100,-3,0.0863782276107943,27412
2026-04-30,PUT,ATM_100,-2,0.11865485553184879,27413
2026-04-30,PUT,ATM_100,-1,0.1675997877296115,27414
2026-04-30,PUT,ATM_100,0,0.12238863986652603,27415
2026-04-30,PUT,ATM_100,1,0.027934345203169425,27414
2026-04-30,PUT,ATM_100,2,0.013506776860160231,27413
2026-04-30,PUT,ATM_100,3,-0.0016865495118618759,27412
2026-04-30,PUT,ATM_100,4,-0.0010723159618079194,27411
2026-04-30,PUT,ATM_100,5,0.00716636574723741,27410
2026-04-30,PUT,ATM_100,6,0.016443914055327528,27409
2026-04-30,PUT,ATM_100,7,0.007320147207635307,27408
2026-04-30,PUT,ATM_100,8,0.00986288751492972,27407
2026-04-30,PUT,ATM_100,9,0.006675907730737262,27406
2026-04-30,PUT,ATM_100,10,-0.0061961711638240415,27405
2026-04-30,PUT,ATM_200,-10,0.01697242527047535,27405
2026-04-30,PUT,ATM_200,-9,0.017597836274479098,27406
2026-04-30,PUT,ATM_200,-8,0.023576541564325572,27407
2026-04-30,PUT,ATM_200,-7,0.02599290564753408,27408
2026-04-30,PUT,ATM_200,-6,0.036873846686841384,27409
2026-04-30,PUT,ATM_200,-5,0.04673612989756319,27410
2026-04-30,PUT,ATM_200,-4,0.05196827440772505,27411
2026-04-30,PUT,ATM_200,-3,0.07971615903268597,27412
2026-04-30,PUT,ATM_200,-2,0.12038023457488141,27413
2026-04-30,PUT,ATM_200,-1,0.1629329394091784,27414
2026-04-30,PUT,ATM_200,0,0.11718456406876497,27415
2026-04-30,PUT,ATM_200,1,0.026569384452953704,27414
2026-04-30,PUT,ATM_200,2,0.016559004089062208,27413
2026-04-30,PUT,ATM_200,3,0.0006878141586686695,27412
2026-04-30,PUT,ATM_200,4,0.0008569470041784921,27411
2026-04-30,PUT,ATM_200,5,0.0006864073019839748,27410
2026-04-30,PUT,ATM_200,6,0.017770046492314378,27409
2026-04-30,PUT,ATM_200,7,0.005559801698206234,27408
2026-04-30,PUT,ATM_200,8,0.007765719907180027,27407
2026-04-30,PUT,ATM_200,9,0.010297293884353513,27406
2026-04-30,PUT,ATM_200,10,-0.007133554717686192,27405
