bucket_type,bucket,trades,wins,losses,hit_rate,avg_pnl,median_pnl,tail_loss_count,tail_loss_share
bucket_pre_post_1pm,POST_1PM,23,16,7,0.6956521739130435,-515.2173913043481,1500.0,3,0.13043478260869565
bucket_pre_post_1pm,PRE_1PM,34,22,12,0.6470588235294118,-113.2352941176469,1000.0,4,0.11764705882352941
bucket_3way,EARLY_SESSION,15,11,4,0.7333333333333333,453.33333333333405,1000.0,2,0.13333333333333333
bucket_3way,LATE_SESSION,23,16,7,0.6956521739130435,-515.2173913043481,1500.0,3,0.13043478260869565
bucket_3way,MID_SESSION,19,11,8,0.5789473684210527,-560.5263157894741,1000.0,2,0.10526315789473684
