target_points,touch_rate_all,touch_rate_winners,touch_rate_losers
2.0,0.6842105263157895,1.0,0.05263157894736842
3.0,0.5789473684210527,0.868421052631579,0.0
4.0,0.22807017543859648,0.34210526315789475,0.0
5.0,0.14035087719298245,0.21052631578947367,0.0
weak_follow_through_warning,0.3684210526315789,0.15789473684210525,0.7894736842105263
non_target_exits_post_exit_target_touch,0.3684210526315789,,
