timestamp,runtime_ticks_received_total,runtime_ticks_processed_total,runtime_ticks_dropped_total,critical_ticks_dropped_total,background_ticks_dropped_total,journal_records_enqueued_total,journal_records_written_total,journal_records_dropped_total,critical_queue_max_size_seen,background_queue_max_size_seen,journal_queue_max_size_seen,current_subscribed_token_count,current_option_lattice_size,current_atm_reference,stream_connected,stream_degraded
2026-04-22 09:09:59.100795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,False,True
2026-04-22 09:10:04.500872,21.0,21.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:10:09.747854,27.0,26.0,0.0,0.0,0.0,12.0,12.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:10:15.254102,32.0,32.0,0.0,0.0,0.0,18.0,18.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:10:20.510163,37.0,37.0,0.0,0.0,0.0,23.0,23.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:10:25.748040,44.0,44.0,0.0,0.0,0.0,28.0,28.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:10:31.007593,51.0,51.0,0.0,0.0,0.0,33.0,33.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:10:36.500170,63.0,63.0,0.0,0.0,0.0,40.0,40.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:10:41.556370,68.0,68.0,0.0,0.0,0.0,45.0,45.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:10:46.716194,77.0,77.0,0.0,0.0,0.0,50.0,50.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:10:51.745819,83.0,83.0,0.0,0.0,0.0,56.0,55.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:10:56.994210,103.0,103.0,0.0,0.0,0.0,62.0,61.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:02.001203,108.0,108.0,0.0,0.0,0.0,67.0,66.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:07.010879,112.0,112.0,0.0,0.0,0.0,71.0,71.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:12.087567,117.0,117.0,0.0,0.0,0.0,76.0,76.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:17.217964,123.0,123.0,0.0,0.0,0.0,82.0,81.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:22.510131,128.0,128.0,0.0,0.0,0.0,87.0,87.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:27.562886,133.0,133.0,0.0,0.0,0.0,92.0,92.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:33.009108,139.0,139.0,0.0,0.0,0.0,98.0,97.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:38.213791,143.0,143.0,0.0,0.0,0.0,102.0,102.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:43.338838,149.0,149.0,0.0,0.0,0.0,108.0,107.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:48.760821,154.0,154.0,0.0,0.0,0.0,113.0,113.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:53.986129,159.0,159.0,0.0,0.0,0.0,118.0,118.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:11:59.313489,165.0,165.0,0.0,0.0,0.0,124.0,123.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:04.765623,170.0,170.0,0.0,0.0,0.0,129.0,129.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:09.779973,175.0,175.0,0.0,0.0,0.0,134.0,134.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:14.865056,180.0,180.0,0.0,0.0,0.0,139.0,139.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:20.261276,186.0,186.0,0.0,0.0,0.0,145.0,144.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:25.263837,191.0,191.0,0.0,0.0,0.0,150.0,149.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:30.342534,196.0,196.0,0.0,0.0,0.0,155.0,154.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:35.777959,201.0,201.0,0.0,0.0,0.0,160.0,160.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:41.278371,206.0,206.0,0.0,0.0,0.0,165.0,165.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:46.280227,211.0,211.0,0.0,0.0,0.0,170.0,170.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:51.761328,217.0,217.0,0.0,0.0,0.0,176.0,176.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:12:57.014408,222.0,222.0,0.0,0.0,0.0,181.0,181.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:02.179279,228.0,228.0,0.0,0.0,0.0,187.0,187.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:07.510774,234.0,234.0,0.0,0.0,0.0,193.0,192.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:13.018853,239.0,239.0,0.0,0.0,0.0,198.0,198.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:18.514846,245.0,245.0,0.0,0.0,0.0,204.0,203.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:24.016174,250.0,250.0,0.0,0.0,0.0,209.0,209.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:29.217790,255.0,255.0,0.0,0.0,0.0,214.0,214.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:34.262206,261.0,261.0,0.0,0.0,0.0,220.0,220.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:39.546874,280.0,280.0,0.0,0.0,0.0,225.0,225.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:45.018323,286.0,286.0,0.0,0.0,0.0,231.0,231.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:50.022187,291.0,291.0,0.0,0.0,0.0,236.0,236.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:13:55.522262,296.0,296.0,0.0,0.0,0.0,241.0,241.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
2026-04-22 09:14:01.008882,302.0,302.0,0.0,0.0,0.0,247.0,247.0,0.0,2.0,14.0,1.0,16.0,14.0,79000.0,True,False
